Surface_total,Surface_usable,Room,Bedroom,Bathroom,Parking,Service_fees,Location,URL,Price
200.0,140.0,5.0,3.0,4.0,2.0,240000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969944121-departamento-con-jardin-acceso-costanera-_JM#position=6&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1904768.0
300.0,270.0,4.0,4.0,4.0,,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-972588654-camino-el-huinganal-pie-andino-depto-nuevo-_JM#position=7&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,2857153.0
200.0,140.0,,4.0,4.0,2.0,300000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-960550310-departamento-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=8&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1809530.0
324.0,261.0,,3.0,4.0,4.0,530000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-976573702-exclusivo-y-luminoso-_JM#position=9&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,3555568.0
55.0,,,2.0,,5.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-976575311-departamento-en-arriendo-en-lo-barnechea-_JM#position=10&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,450000.0
112.0,102.0,,2.0,2.0,2.0,190000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969485652-departamento-con-2-estacionamientos-lo-barnechea-_JM#position=11&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1150000.0
160.0,140.0,,4.0,4.0,2.0,338000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-967982175-arriendo-departamento-camino-turistico-lo-barnechea-4d4b-_JM#position=12&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1400000.0
651.0,408.0,,4.0,4.0,3.0,1200000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-943061326-nuevo-espacio-diseno-ubicacion-_JM#position=13&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,5238113.0
220.0,190.0,,4.0,4.0,15.0,420000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969113764-departamento-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=14&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,2507945.0
160.0,145.0,3.0,3.0,3.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-974227938-departamento-san-jose-maria-escriva-de-balagueravenida-l-_JM#position=15&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1238100.0
555.0,229.0,,4.0,5.0,2.0,1000000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-956500325-exclusivo-departamento-con-jardin-y-piscina-c-santa-anita-_JM#position=16&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,3892077.0
195.0,150.0,,3.0,4.0,2.0,250000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969491435-departamento-en-arriendo-de-3-dorm-en-lo-barnechea-_JM#position=17&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,2150000.0
411.0,391.0,,5.0,5.0,4.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969541297-impecable-maravilloso-duplex-5d-con-gran-jardin-_JM#position=18&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,4761921.0
85.0,85.0,,3.0,2.0,1.0,130000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-977599553-amplio-duplex-raul-labbe-_JM#position=19&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,750000.0
63.0,60.0,2.0,2.0,2.0,1.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-955354824-la-dehesa-central-lo-barnechea-_JM#position=20&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,920638.0
,,,,,,,Lo Barnechea,http://portalinmobiliario.com/MLC-976520899-excelente-departamento-en-el-tranque-_JM#position=21&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,
430.0,240.0,,3.0,4.0,3.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975085095-arriendo-penthouse-lo-barnechea-para-exigentes-_JM#position=22&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,4126998.0
82.0,,,2.0,,2.0,115000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975471078-departamento-en-arriendo-avda-el-tranque-lo-barnechea-_JM#position=23&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,952384.0
200.0,142.0,,3.0,2.0,4.0,320000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-959971009-departamento-en-arriendo-de-3-dorm-en-lo-barnechea-_JM#position=24&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1809530.0
120.0,110.0,,3.0,2.0,4.0,308000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-970116710-depto-arriendo-3-dorm-2-banos-el-tranqueportal-la-dehesa-_JM#position=25&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1250000.0
236.0,,7.0,3.0,,5.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-972585529-departamento-con-inmejorable-vista-con-jardin-privado-vall-_JM#position=26&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,3174614.0
93.0,84.0,,3.0,3.0,1.0,190000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-976436396-estupendo-departamento-impecable-_JM#position=27&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,890000.0
,,,,,,,Lo Barnechea,http://portalinmobiliario.com/MLC-976585605-increible-departamento-amueblado-en-arriendo-y-venta-_JM#position=28&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,
104.0,87.0,,2.0,2.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-971127952-departamento-en-arriendo-de-2-dorm-en-lo-barnechea-_JM#position=29&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1100000.0
160.0,,,3.0,,2.0,300000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-972307086-el-tranqueportal-la-dehesa-_JM#position=30&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1492069.0
250.0,,,4.0,,3.0,400000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-978037772-departamento-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=31&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,2380961.0
458.0,350.0,,3.0,4.0,4.0,800000.0,Lo Barnechea,https://www.portalinmobiliario.com/arriendo/departamento/lo-barnechea-metropolitana/6298593-avenida-el-tranque-uda#position=32&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,4500000.0
80.0,80.0,,2.0,2.0,,130000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-977631250-departamento-en-arriendo-de-2-dorm-en-lo-barnechea-_JM#position=33&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,888892.0
188.0,163.0,,2.0,2.0,2.0,220000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-973607067-excelente-nuevo-departamento-duplex-gran-terraza-_JM#position=34&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1650000.0
185.0,,,4.0,,2.0,186000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-971117564-duplex-con-azotea-iluminado-a-pasos-del-portal-la-dehesa-_JM#position=35&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1650799.0
127.0,120.0,,3.0,3.0,2.0,200000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-973989869-vanguardia-a-pasos-de-la-c-alemana-de-la-dehesa-3d3bestar-_JM#position=36&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1365084.0
,,,,,,,Lo Barnechea,http://portalinmobiliario.com/MLC-976136208-loma-la-cruz-mall-vivo-_JM#position=37&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,
130.0,120.0,,2.0,3.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-973024963-departamento-en-arriendo-en-lo-barnechea-la-dehesa-central-_JM#position=38&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1150000.0
165.0,,,3.0,,2.0,250000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-968580625-departamento-en-arriendo-de-3-dorm-en-lo-barnechea-_JM#position=39&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1968261.0
82.0,77.0,,2.0,2.0,2.0,140000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-973612286-excelente-departamento-2d2b-en-av-el-tranque-lo-barnechea-_JM#position=40&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,952384.0
169.0,,,4.0,,2.0,300000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975259266-departamento-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=41&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1841276.0
140.0,140.0,,4.0,3.0,2.0,260000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-979824679-amplio-departamento-luminoso-_JM#position=42&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1400000.0
164.0,140.0,,3.0,3.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-973322271-departamento-en-arriendo-de-3-dorm-en-lo-barnechea-_JM#position=43&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1450799.0
409.0,235.0,,5.0,4.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-958385126-maravilloso-duplex-muy-bien-ubicado-amoblado-_JM#position=44&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,3300000.0
105.0,,4.0,2.0,,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969511516-departamento-mariposa-2-estacionamientos-bodega-_JM#position=45&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1101591.0
,,,,,,,Lo Barnechea,http://portalinmobiliario.com/MLC-975394662-espectacular-dept-6-dormitorios-5-banos-en-2-pisos-_JM#position=46&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,
653.0,415.0,,5.0,6.0,6.0,500000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-952325537-departamento-nuevo-condominio-cerrado-colegio-newland-_JM#position=47&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,5079383.0
160.0,140.0,,1.0,4.0,1.0,200000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-956303379-departamento-en-arriendo-en-lo-barnechea-_JM#position=48&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,1300000.0
600.0,402.0,7.0,5.0,5.0,4.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-937397128-camino-real-punta-de-aguila-_JM#position=49&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,7206374.0
220.0,200.0,,3.0,4.0,2.0,250000.0,Lo Barnechea,https://www.portalinmobiliario.com/arriendo/departamento/lo-barnechea-metropolitana/6399145-camino-del-yunque-uda#position=50&search_layout=stack&type=item&tracking_id=79043c95-4761-4e79-9a97-3caf92c78bdd,3500000.0
247.0,235.0,,5.0,5.0,2.0,400000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969145024-hermoso-departamento-en-arriendo-de-5-dorm-en-lo-barnechea-_JM#position=1&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2222230.0
110.0,100.0,,2.0,2.0,2.0,130000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-977092256--890000-2-dormitorios-2-banos-vista-panormica-_JM#position=2&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,890000.0
65.0,60.0,1.0,1.0,1.0,,200000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975846027-departamento-arriendo-la-dehesa-_JM#position=3&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,760000.0
450.0,,,6.0,,3.0,,Lo Barnechea,https://www.portalinmobiliario.com/arriendo/departamento/lo-barnechea-metropolitana/6401859-las-rosas-200-uda#position=4&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2698422.0
84.0,64.0,,2.0,2.0,1.0,150000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975899116-nuevo-departamento-2h-junto-municipalidad-de-lo-barnechea-_JM#position=5&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1111115.0
180.0,140.0,,3.0,3.0,2.0,280000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-968587115-arriendo-dpto-3-dormitorios-mas-servicios-portal-la-dehe-_JM#position=6&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1777784.0
200.0,170.0,,4.0,3.0,2.0,300000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-976588711-departamento-duplex-arriendo-4-dormitorios-en-lo-barnechea-_JM#position=7&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1809530.0
565.0,,,4.0,,3.0,380000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969175359-departamento-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=8&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2349214.0
168.0,,,3.0,,2.0,210000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-953912190-amoblado-dos-estacionamientos-cercano-a-portal-la-dehesa-_JM#position=9&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2222230.0
167.0,140.0,,3.0,3.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-972572645-amoblado-portal-la-dehesa-finas-terminaciones-restoranes-_JM#position=10&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1904768.0
126.0,116.0,,4.0,3.0,1.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-977473702-departamento-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=11&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1400000.0
180.0,,5.0,4.0,,2.0,280000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-965543481-portal-la-dehesa-_JM#position=12&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1809530.0
233.0,193.0,,4.0,3.0,3.0,450000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-946522721-la-seguridad-de-un-departamento-pero-seguir-viviendo-en-casa-_JM#position=13&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,3333345.0
95.0,73.0,,2.0,2.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969484967-fantastico-depto-dos-dormitorios-a-estrenar-_JM#position=14&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1111115.0
198.0,,,3.0,,2.0,210000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-968687810-se-arrienda-departamento-duplex-terraza-panoramica-_JM#position=15&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2222230.0
308.0,207.0,,5.0,6.0,3.0,550000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-949296082-estupendo-duplex-amoblado-hermosa-vista-despejada-_JM#position=16&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,4500000.0
50.0,45.0,,1.0,1.0,1.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975495513-arrienda-departamento-amoblado-lo-barnechea-hotel-long-stay-_JM#position=17&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1350000.0
65.0,50.0,,1.0,1.0,1.0,120000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-978224367-departamento-en-arriendo-de-1-dorm-en-lo-barnechea-_JM#position=18&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,700000.0
385.0,,,4.0,,,600000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-956291973-departamento-en-arriendo-en-lo-barnechea-_JM#position=19&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,4000000.0
250.0,,,3.0,,2.0,270000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-977244406-excelente-departamento-finas-terminaciones-jardin-terraza-_JM#position=20&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1968261.0
160.0,140.0,,3.0,3.0,2.0,250000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-955403394-departamento-en-arriendo-de-3-dorm-en-lo-barnechea-_JM#position=21&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2000000.0
108.0,86.0,,2.0,2.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975512686-ap-av-las-condes-la-cabana-2-dorm-con-2-estac-_JM#position=22&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1105000.0
,,,4.0,3.0,,150000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-976123336-departamento-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=23&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1400000.0
104.0,87.0,,2.0,2.0,2.0,200000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-971664342-departamento-en-arriendo-de-2-dorm-en-lo-barnechea-_JM#position=24&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1100000.0
130.0,120.0,,4.0,3.0,1.0,200000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-973964267-excelente-departamento-nuevocamino-la-cumbre-_JM#position=25&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1300000.0
140.0,,,3.0,,2.0,220000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-971166240-departamento-en-arriendo-de-3-dorm-en-lo-barnechea-_JM#position=26&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1333338.0
689.0,354.0,,3.0,4.0,5.0,927188.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969976014-departamento-en-arriendo-de-3-dorm-en-lo-barnechea-_JM#position=27&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,8253997.0
194.0,144.0,,3.0,4.0,2.0,200000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-977672350-departamento-en-arriendo-de-3-dorm-en-lo-barnechea-_JM#position=28&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2158738.0
260.0,,,4.0,,4.0,400000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-971255620-departamento-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=29&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1950000.0
165.0,137.0,3.0,3.0,3.0,2.0,250000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-969115415-espectacular-departamento-en-arriendo-a-pasos-del-portal-_JM#position=30&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1968261.0
155.0,87.0,,2.0,3.0,1.0,140000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975103153-concepto-moderno-duplex-nuevo-encantadora-vista-el-tranque-_JM#position=31&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1523815.0
120.0,,,4.0,,3.0,320000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-971139161-arriendo-depto-c-jardin-3-dorm-43-serv-lo-barnechea-_JM#position=32&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2015880.0
566.0,299.0,,3.0,4.0,6.0,700000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-970123265-departamento-en-arriendo-en-lo-barnechea-_JM#position=33&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,4500000.0
155.0,,,4.0,,2.0,300000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-977460948-departamento-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=34&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1396830.0
153.0,86.0,,2.0,3.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-964704270-amplio-departamento-con-azotea-panoramica-_JM#position=35&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1619053.0
144.0,,,3.0,,2.0,250000.0,Lo Barnechea,https://www.portalinmobiliario.com/arriendo/departamento/lo-barnechea-metropolitana/6399433-av-la-dehesa-uda#position=36&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2031753.0
225.0,,,4.0,,2.0,295000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-972587271-penthouse-duplex-jacuzzi-_JM#position=37&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1950000.0
224.0,200.0,,4.0,4.0,3.0,600000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-972262163-departamento-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=38&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2539691.0
326.0,296.0,,3.0,3.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-972021462-dpto-3d3bservicioazotea-jacuzzi-la-dehesa-_JM#position=39&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2400000.0
155.0,140.0,,4.0,4.0,2.0,300000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-971541599-camino-turistico-manpato-_JM#position=40&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1396830.0
206.0,186.0,,4.0,4.0,2.0,400000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-970417322-departamento-en-arriendo-en-lo-barnechea-_JM#position=41&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2380961.0
235.0,194.0,,4.0,4.0,2.0,450000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-972698990-amplio-departamento-nuevo-_JM#position=42&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2730168.0
165.0,,,2.0,,2.0,250000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975085031-departamento-en-arriendo-de-3-dorm-y-3-banos-en-lo-barnechea-_JM#position=43&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1968261.0
150.0,140.0,,3.0,3.0,2.0,300000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-978224777-el-raudalportal-la-dehesa-_JM#position=44&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1619053.0
370.0,320.0,,5.0,4.0,2.0,700000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-979967091-oriente-remodelado-seguridad-_JM#position=45&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,2500000.0
113.0,113.0,,2.0,2.0,2.0,220000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975076838-arriendo-departamento-_JM#position=46&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1650000.0
65.0,60.0,1.0,1.0,1.0,,200000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-976136447-portal-la-dehesa-_JM#position=47&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,760000.0
154.0,86.0,,2.0,3.0,2.0,140000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975109574-concepto-moderno-duplex-nuevo-encantadora-vista-el-tranque-_JM#position=48&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1523815.0
155.0,89.0,,2.0,3.0,2.0,,Lo Barnechea,https://www.portalinmobiliario.com/MLC-964691300-amplio-departamento-con-azotea-panoramica-_JM#position=49&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1523815.0
150.0,130.0,,4.0,3.0,2.0,230000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-979467714-av-la-dehesa-moderno-departamento-en-arriendo-o-venta-_JM#position=50&search_layout=stack&type=item&tracking_id=d6bea596-5219-459f-a71d-db260c2acd42,1600000.0
155.0,130.0,,2.0,3.0,2.0,150000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-978026113-amoblado-a-pasos-portal-la-dehesa-_JM#position=1&search_layout=stack&type=item&tracking_id=b1ff1bf8-a1e4-4c71-a5ae-d4c219fba366,1904768.0
140.0,125.0,,3.0,2.0,2.0,230000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-977568221-departamento-en-arriendo-de-3-dorm-en-lo-barnechea-_JM#position=2&search_layout=stack&type=item&tracking_id=b1ff1bf8-a1e4-4c71-a5ae-d4c219fba366,1333338.0
157.0,131.0,,2.0,3.0,2.0,230000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-965438933-hermoso-departamento-amoblado-portal-la-dehesa-_JM#position=3&search_layout=stack&type=item&tracking_id=b1ff1bf8-a1e4-4c71-a5ae-d4c219fba366,1904768.0
195.0,180.0,,3.0,4.0,2.0,300000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-977852806-triplex-en-arriendo-de-4-dorm-en-lo-barnechea-_JM#position=4&search_layout=stack&type=item&tracking_id=b1ff1bf8-a1e4-4c71-a5ae-d4c219fba366,2500000.0
113.0,113.0,,2.0,2.0,2.0,240000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-975129002-departamento-en-arriendo-de-2-dorm-en-la-dehesa-central-_JM#position=5&search_layout=stack&type=item&tracking_id=b1ff1bf8-a1e4-4c71-a5ae-d4c219fba366,1650000.0
234.0,194.0,,4.0,4.0,2.0,450000.0,Lo Barnechea,https://www.portalinmobiliario.com/MLC-972731357-departamento-nuevo-con-jardin-_JM#position=6&search_layout=stack&type=item&tracking_id=b1ff1bf8-a1e4-4c71-a5ae-d4c219fba366,3333345.0
