Surface_total,Surface_usable,Room,Bedroom,Bathroom,Parking,Service_fees,Location,URL,Price
30.0,30.0,,1.0,1.0,,50000.0,Independencia,https://www.portalinmobiliario.com/MLC-978774354-dpto-belisario-1d1b-metro-hospitales-_JM#position=25&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,280000.0
52.0,52.0,,2.0,2.0,1.0,,Independencia,https://www.portalinmobiliario.com/MLC-978732633-depto-2-piezas-2-banos-estac-y-bodega-vive-independencia-_JM#position=26&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,400000.0
33.0,33.0,,1.0,1.0,,40000.0,Independencia,https://www.portalinmobiliario.com/MLC-980199410-arriendo-estudio-_JM#position=27&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,317461.0
30.0,30.0,,1.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-980184809-arriendo-departamento-independencia-_JM#position=28&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,240000.0
48.0,48.0,,2.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-978917304-departamento-2-dormitorios-_JM#position=29&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,340000.0
48.0,45.0,,2.0,1.0,,48000.0,Independencia,https://www.portalinmobiliario.com/MLC-980211787-excelente-pasos-metro-chacabuco-2-dormitoriosterraza-_JM#position=30&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,300000.0
44.0,40.0,,1.0,1.0,,40000.0,Independencia,https://www.portalinmobiliario.com/MLC-980178722-ref2404-arriendo-en-independencia-depto-1d1b-a-p-_JM#position=31&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,280000.0
42.0,42.0,,2.0,1.0,,70000.0,Independencia,https://www.portalinmobiliario.com/MLC-978600712-2d1b-independencia-_JM#position=32&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,360000.0
42.0,41.0,,2.0,1.0,,45000.0,Independencia,https://www.portalinmobiliario.com/MLC-979445943-arrienda-su-propio-dueno-inglaterra-1140-_JM#position=33&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,325000.0
41.0,38.0,,2.0,1.0,,55000.0,Independencia,https://www.portalinmobiliario.com/MLC-978283023-bonito-y-comodo-departamento-_JM#position=34&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,420000.0
51.0,51.0,3.0,2.0,2.0,1.0,,Independencia,https://www.portalinmobiliario.com/MLC-978660116-carrion-1507-1-est-1481-21-_JM#position=35&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,475000.0
38.0,36.0,,2.0,1.0,,57000.0,Independencia,https://www.portalinmobiliario.com/MLC-980128546-arriendo-departamento-_JM#position=36&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,350000.0
,,3.0,2.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-979614596-pablo-urzua-1481-356-16-_JM#position=37&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,345000.0
45.0,45.0,,2.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-978666622-se-arrienda-departamento-de-2d1b-calle-colon-n1265-_JM#position=38&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,320000.0
,,,,,,,Independencia,http://portalinmobiliario.com/MLC-972971541-departamento-nuevo-2-hab-1-bano-1-mes-arriendo-gratis-_JM#position=39&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,
48.0,44.0,,2.0,1.0,,80000.0,Independencia,https://www.portalinmobiliario.com/MLC-964321093-adm-depto-nuevos-independencia-2habitaciones-_JM#position=40&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,350000.0
,,,,,,,Independencia,https://www.portalinmobiliario.com/arriendo/departamento/independencia-metropolitana/6391125-rivera-uda#position=41&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,
46.0,45.0,,2.0,1.0,,60000.0,Independencia,https://www.portalinmobiliario.com/MLC-960918108-departamento-nuevo-2-hab-y-1-b-50-descuento-por-2-meses-_JM#position=42&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,360000.0
43.0,45.0,,2.0,1.0,,60000.0,Independencia,https://www.portalinmobiliario.com/MLC-960846150-dep-departamento-nuevo-2h-1b-50-dcto-por-2-meses-_JM#position=43&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,340000.0
34.0,34.0,,1.0,1.0,,75000.0,Independencia,https://www.portalinmobiliario.com/MLC-961130328-departamento-nuevo-2-hab-y-1-b-50-descuento-por-2-meses-_JM#position=44&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,350000.0
32.0,32.0,,2.0,1.0,,50000.0,Independencia,https://www.portalinmobiliario.com/MLC-973635258-ref202-arriendo-dpto-2d1b-independencia-_JM#position=45&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,320000.0
30.0,30.0,,1.0,1.0,,35000.0,Independencia,https://www.portalinmobiliario.com/MLC-972990580-confortable-dpto-gamero-entre-f-vivaceta-e-independencia-_JM#position=46&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,260000.0
30.0,29.0,,1.0,1.0,,55000.0,Independencia,https://www.portalinmobiliario.com/MLC-973843741-av-independencia-metro-plaza-chacabuco-1d-1b-_JM#position=47&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,280000.0
74.0,70.0,,3.0,2.0,,,Independencia,https://www.portalinmobiliario.com/MLC-973845114-departamento-en-arriendo-metro-hospitales-_JM#position=48&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,420000.0
50.0,50.0,,3.0,1.0,1.0,,Independencia,https://www.portalinmobiliario.com/MLC-975086024-departamento-en-arriendo-de-3-dorm-en-pob-juan-antonio-rios-_JM#position=49&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,320000.0
60.0,60.0,,2.0,1.0,,50000.0,Independencia,https://www.portalinmobiliario.com/MLC-972968457-departamento-en-arriendo-de-2-dorm-en-independencia-_JM#position=50&search_layout=stack&type=item&tracking_id=8b8e7b5d-5704-4898-b4e2-50327c95b1f0,340000.0
56.0,,,2.0,,1.0,55000.0,Independencia,https://www.portalinmobiliario.com/MLC-961121515-independencia-2d2b1e-_JM#position=1&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,480000.0
43.0,43.0,,2.0,1.0,,,Independencia,https://www.portalinmobiliario.com/arriendo/departamento/independencia-metropolitana/6390704-adm-rivera-1370-uda#position=2&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,420000.0
32.0,30.0,1.0,1.0,1.0,,35.0,Independencia,https://www.portalinmobiliario.com/MLC-978288876-departamento-en-arriendo-independencia-_JM#position=3&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,250000.0
52.0,49.0,,3.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-974248892-lindo-y-comodo-departamento-en-arriendo-en-independencia-_JM#position=4&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,400000.0
38.0,38.0,,2.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-976932702-arriendo-departamento-independencia-2d1b-_JM#position=5&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,350000.0
38.0,38.0,,2.0,1.0,1.0,50000.0,Independencia,https://www.portalinmobiliario.com/MLC-976905554-vista-a-la-cordillera-cuenta-con-estacionamiento-_JM#position=6&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,360000.0
30.0,30.0,,1.0,1.0,,40000.0,Independencia,https://www.portalinmobiliario.com/MLC-977767264-arriendo-departamento-1d1b-metro-chacabuco-_JM#position=7&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,276000.0
47.0,43.0,,2.0,1.0,,,Independencia,https://www.portalinmobiliario.com/arriendo/departamento/independencia-metropolitana/6391830-rivera-1370-uda#position=8&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,457144.0
,,,,,,,Independencia,http://portalinmobiliario.com/MLC-980134219-departamento-a-dos-cuadras-de-metro-chacabuco-_JM#position=9&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,
28.0,28.0,,1.0,1.0,,40000.0,Independencia,https://www.portalinmobiliario.com/MLC-975068268-departamento-en-arriendo-de-2-ambientes-en-independencia-_JM#position=10&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,280000.0
38.0,38.0,,2.0,1.0,,55000.0,Independencia,https://www.portalinmobiliario.com/MLC-973984857-departamento-en-arriendo-de-2-dorm-en-independencia-_JM#position=11&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,360000.0
48.0,48.0,,2.0,1.0,,70000.0,Independencia,https://www.portalinmobiliario.com/MLC-963018032-se-vende-dpto-2d1b-estac-independencia-_JM#position=12&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,84127275.0
43.0,43.0,3.0,2.0,1.0,1.0,,Independencia,https://www.portalinmobiliario.com/MLC-977872469-rivera-1370-1-est-1-bod-652-16-_JM#position=13&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,415000.0
,,,1.0,1.0,1.0,50000.0,Independencia,https://www.portalinmobiliario.com/MLC-976925487-departamento-en-arriendo-de-1-dorm-en-independencia-_JM#position=14&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,350000.0
64.0,60.0,,2.0,2.0,1.0,60000.0,Independencia,https://www.portalinmobiliario.com/MLC-977473718-departamento-en-arriendo-de-2-dorm-en-independencia-_JM#position=15&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,450000.0
,,2.0,1.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-972889019-maruri-639-349-1-_JM#position=16&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,300000.0
77.0,71.0,,2.0,2.0,,96000.0,Independencia,https://www.portalinmobiliario.com/MLC-978256501-dpto-gemelo-en-arriendo-2dorm-2banos-en-independencia-_JM#position=17&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,590000.0
33.0,31.0,,1.0,1.0,,30000.0,Independencia,https://www.portalinmobiliario.com/MLC-975845485-departamento-en-arriendo-de-1-dorm-en-amalia-errazuriz-_JM#position=18&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,270000.0
51.0,,,2.0,,,95000.0,Independencia,https://www.portalinmobiliario.com/MLC-977467450-departamento-en-arriendo-de-2-dorm-en-santiago-_JM#position=19&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,590161.0
38.0,38.0,,2.0,1.0,,55000.0,Independencia,https://www.portalinmobiliario.com/MLC-977262826-departamento-en-arriendo-de-2-dorm-en-independencia-_JM#position=20&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,360000.0
35.0,35.0,,1.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-975994653-arriendo-departamento-independencia-1d1b-_JM#position=21&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,320000.0
,,2.0,1.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-978224108-pablo-urzua-1481-356-1-_JM#position=22&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,275000.0
60.0,60.0,,2.0,2.0,1.0,80000.0,Independencia,https://www.portalinmobiliario.com/MLC-974268244-2-dormitorios-2-bano-frente-metro-hopitales-_JM#position=23&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,450000.0
40.0,40.0,,2.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-978242751-departamento-2-dormitorios-1-bano-nueva-inglaterra-_JM#position=24&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,330000.0
50.0,50.0,,2.0,1.0,,90000.0,Independencia,https://www.portalinmobiliario.com/MLC-980166434-departamento-amoblado-mall-independencia-_JM#position=25&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,380000.0
30.0,30.0,,1.0,1.0,,55000.0,Independencia,https://www.portalinmobiliario.com/MLC-974212803-departamento-2-ambientes-a-cuadras-metro-plaza-chacabuco-_JM#position=26&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,270000.0
63.0,61.0,,2.0,2.0,1.0,100000.0,Independencia,https://www.portalinmobiliario.com/MLC-976934125-dpto-nuevo-2-dorm-a-pasos-del-metro-plaza-chacabuco-_JM#position=27&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,400000.0
29.0,29.0,,1.0,1.0,,50000.0,Independencia,https://www.portalinmobiliario.com/MLC-968011044-departamento-en-arriendo-en-independencia-_JM#position=28&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,290000.0
40.0,40.0,,2.0,1.0,1.0,,Independencia,https://www.portalinmobiliario.com/MLC-978027135-2-piezas-1-bano-estacionamiento-y-bodega-nueva-inglaterra-_JM#position=29&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,390000.0
38.0,,2.0,1.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-976585180-dpto-2d1b-leonor-cepeda-952-independencia-_JM#position=30&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,350000.0
40.0,38.0,1.0,1.0,1.0,1.0,,Independencia,https://www.portalinmobiliario.com/MLC-976624048-independencia-muy-cerca-del-metro-_JM#position=31&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,376192.0
47.0,45.0,,2.0,1.0,1.0,60000.0,Independencia,https://www.portalinmobiliario.com/MLC-976964983-arriendo-departamento-inglaterra-1144-_JM#position=32&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,430000.0
50.0,47.0,,2.0,1.0,,65000.0,Independencia,https://www.portalinmobiliario.com/MLC-977270949-departamento-a-2-cuadras-metro-pza-chacabuco-directo-dueno-_JM#position=33&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,385000.0
73.0,73.0,,3.0,2.0,1.0,100000.0,Independencia,https://www.portalinmobiliario.com/MLC-975897507-se-arrienda-depto-nuevo-de-3d-plaza-chacabuco-_JM#position=34&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,650000.0
39.0,37.0,,2.0,1.0,,50000.0,Independencia,https://www.portalinmobiliario.com/MLC-975098964-departamento-arriendo-2-dorm-en-leonor-cepeda-independencia-_JM#position=35&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,350000.0
40.0,,,1.0,,1.0,58000.0,Independencia,https://www.portalinmobiliario.com/MLC-977467449-departamento-en-arriendo-de-1-dorm-en-santiago-_JM#position=36&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,376192.0
48.0,48.0,,2.0,2.0,1.0,44000.0,Independencia,https://www.portalinmobiliario.com/MLC-965942294-hermoso-departamento-en-arriendo-_JM#position=37&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,500000.0
36.0,32.0,,1.0,1.0,,50000.0,Independencia,https://www.portalinmobiliario.com/MLC-977701222-se-arrienda-impecable-departamento-el-molino-1755-_JM#position=38&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,290000.0
30.0,30.0,,1.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-975086301-departamento-en-arriendo-de-1-dorm-en-independencia-_JM#position=39&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,300000.0
24.0,28.0,,1.0,1.0,1.0,65000.0,Independencia,https://www.portalinmobiliario.com/MLC-979543449-vista-despejada-cercano-al-hospital-jose-joaquin-aguirre-_JM#position=40&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,320000.0
30.0,30.0,,1.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-978039648-depto-1-dormitorio-1-bano-edificio-nueva-inglaterra-_JM#position=41&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,260000.0
40.0,40.0,,2.0,1.0,1.0,50000.0,Independencia,https://www.portalinmobiliario.com/MLC-973301484-excelente-departamento-de-2-dormitorios-_JM#position=42&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,350000.0
50.0,48.0,,2.0,1.0,,65000.0,Independencia,https://www.portalinmobiliario.com/MLC-977876808-rivera-1370-independencia-cercano-metro-cal-y-canto-_JM#position=43&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,350000.0
29.0,27.0,,1.0,1.0,,0.0,Independencia,https://www.portalinmobiliario.com/MLC-980485146-departamento-sector-f-vivaceta-_JM#position=44&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,300000.0
33.0,33.0,,1.0,1.0,,45000.0,Independencia,https://www.portalinmobiliario.com/MLC-976970872-acogedor-un-dormitorio-_JM#position=45&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,300000.0
37.0,35.0,,1.0,1.0,,60000.0,Independencia,https://www.portalinmobiliario.com/MLC-977787167-a-pasos-de-metro-hospitales-_JM#position=46&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,280000.0
42.0,42.0,,2.0,1.0,,45000.0,Independencia,https://www.portalinmobiliario.com/MLC-973983138-se-arrienda-departamento-2d-1b-independencia-_JM#position=47&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,340000.0
25.0,25.0,,1.0,1.0,,30000.0,Independencia,https://www.portalinmobiliario.com/MLC-977545592-studio-excelente-estado-buenos-accesos-_JM#position=48&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,222223.0
60.0,60.0,,3.0,2.0,1.0,90000.0,Independencia,https://www.portalinmobiliario.com/MLC-979186847-arriendo-departamento-3d-y-2b-con-y-sin-estacionamiento-_JM#position=49&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,450000.0
48.0,41.0,,2.0,1.0,,,Independencia,https://www.portalinmobiliario.com/MLC-979758779-carrion-1507-departamento-nuevo-a-estrenar-_JM#position=50&search_layout=stack&type=item&tracking_id=f9ed864d-7a2f-4696-bf99-111e31061509,440000.0
42.0,44.0,,2.0,1.0,,100000.0,Independencia,https://www.portalinmobiliario.com/MLC-979426918-departament0-2-dorm-1-bano-a-1-y-12-cuadra-metro-hospitales-_JM#position=1&search_layout=stack&type=item&tracking_id=bfc8d43a-907a-43dc-9f1b-6eb019de0ec6,330000.0
35.0,35.0,,1.0,1.0,,60000.0,Independencia,https://www.portalinmobiliario.com/MLC-979464573-arriendo-lindo-departamento-carrionindependencia-_JM#position=2&search_layout=stack&type=item&tracking_id=bfc8d43a-907a-43dc-9f1b-6eb019de0ec6,295000.0
32.0,32.0,,1.0,1.0,,35000.0,Independencia,https://www.portalinmobiliario.com/MLC-979779559-precioso-e-iluminado-depto-a-pasos-metro-plaza-chacabuco-_JM#position=3&search_layout=stack&type=item&tracking_id=bfc8d43a-907a-43dc-9f1b-6eb019de0ec6,300000.0
58.0,58.0,,2.0,1.0,,60000.0,Independencia,https://www.portalinmobiliario.com/MLC-979739614-depto-en-arriendo-2-dorm-amplios-1-bano-trato-duena-direct-_JM#position=4&search_layout=stack&type=item&tracking_id=bfc8d43a-907a-43dc-9f1b-6eb019de0ec6,380000.0
48.0,48.0,,2.0,1.0,,42000.0,Independencia,https://www.portalinmobiliario.com/MLC-976908208-hermoso-departamento-2d-1b-independencia-_JM#position=5&search_layout=stack&type=item&tracking_id=bfc8d43a-907a-43dc-9f1b-6eb019de0ec6,420000.0
50.0,50.0,,2.0,1.0,,60000.0,Independencia,https://www.portalinmobiliario.com/MLC-977804969-departamento-en-arriendo-independencia-_JM#position=6&search_layout=stack&type=item&tracking_id=bfc8d43a-907a-43dc-9f1b-6eb019de0ec6,360000.0
37.0,33.0,,1.0,1.0,1.0,45000.0,Independencia,https://www.portalinmobiliario.com/MLC-973850304-departamento-nuevo-1d1b-_JM#position=7&search_layout=stack&type=item&tracking_id=bfc8d43a-907a-43dc-9f1b-6eb019de0ec6,365081.0
73.0,66.0,,3.0,2.0,1.0,50000.0,Independencia,https://www.portalinmobiliario.com/MLC-977480062-departamento-en-arriendo-general-prieto-1305-3d-2b-1e-_JM#position=8&search_layout=stack&type=item&tracking_id=bfc8d43a-907a-43dc-9f1b-6eb019de0ec6,580000.0
55.0,50.0,,2.0,2.0,1.0,100000.0,La Cisterna,https://www.portalinmobiliario.com/MLC-975079031-excelente-departamento-nuevo-2-habitaciones-_JM#position=1&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,525000.0
45.0,45.0,2.0,2.0,1.0,1.0,70000.0,La Cisterna,https://www.portalinmobiliario.com/MLC-978257753-departamento-vicuna-mackenna-id-54701-_JM#position=2&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,400000.0
57.0,47.0,2.0,2.0,2.0,1.0,80000.0,La Cisterna,https://www.portalinmobiliario.com/MLC-979563143-departamento-avenida-fernandez-albano-id-67047-_JM#position=3&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,470000.0
29.0,29.0,2.0,1.0,1.0,,,La Cisterna,https://www.portalinmobiliario.com/MLC-979663090-gaston-despouy-8740-1210-1-_JM#position=4&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,309000.0
46.0,46.0,3.0,2.0,2.0,,,La Cisterna,https://www.portalinmobiliario.com/MLC-979740416-gaston-despouy-8740-1210-4-_JM#position=5&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,419000.0
41.0,41.0,3.0,2.0,1.0,,,La Cisterna,https://www.portalinmobiliario.com/MLC-978666464-gaston-despouy-8740-1210-3-_JM#position=6&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,389500.0
30.0,30.0,2.0,1.0,1.0,,,La Cisterna,https://www.portalinmobiliario.com/MLC-979485696-jose-ureta-139-1214-1-_JM#position=7&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,311000.0
75.0,75.0,3.0,2.0,1.0,1.0,,La Cisterna,https://www.portalinmobiliario.com/MLC-979541298-av-fernandez-albano-637-1-est-1156-3-_JM#position=8&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,390000.0
29.0,25.0,,1.0,1.0,,,La Cisterna,https://www.portalinmobiliario.com/MLC-975500221-arriendo-departamentos-nuevos-esmeralda-la-cisterna-_JM#position=9&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,300000.0
55.0,53.0,3.0,3.0,1.0,,0.0,La Cisterna,https://www.portalinmobiliario.com/MLC-973035501-departamento-avenida-americo-vespucio-id-44932-_JM#position=10&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,460000.0
41.0,41.0,3.0,2.0,1.0,1.0,,La Cisterna,https://www.portalinmobiliario.com/MLC-975462000-av-ossa-347-1-est-1439-3-_JM#position=11&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,425000.0
45.0,45.0,,2.0,1.0,1.0,56000.0,La Cisterna,https://www.portalinmobiliario.com/MLC-975156609-dpto-nuevo-fernandez-albanometro-el-parron-_JM#position=12&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,390000.0
36.0,31.0,1.0,1.0,1.0,,,La Cisterna,https://www.portalinmobiliario.com/MLC-978253855-nuevo-metro-lo-ovalle-1d1b-terraza-la-cisterna-_JM#position=13&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,300000.0
35.0,35.0,,1.0,1.0,,,La Cisterna,https://www.portalinmobiliario.com/MLC-979435392-departamento-en-arriendo-de-1-dorm-en-la-cisterna-_JM#position=14&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,300000.0
78.0,75.0,3.0,3.0,2.0,,,La Cisterna,https://www.portalinmobiliario.com/MLC-979733499-arriendo-impecable-departamento-en-metro-el-parron-sin-e--_JM#position=15&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,476192.0
33.0,30.0,,1.0,1.0,,40000.0,La Cisterna,https://www.portalinmobiliario.com/MLC-978632777-departamento-cercano-a-metro-nuevo-a-estrenar-_JM#position=16&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,280000.0
25.0,25.0,2.0,1.0,1.0,1.0,,La Cisterna,https://www.portalinmobiliario.com/MLC-978526894-sta-clara-360-1-est-879-11-_JM#position=17&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,280000.0
38.0,38.0,,1.0,1.0,,45000.0,La Cisterna,https://www.portalinmobiliario.com/MLC-979168988-cercano-al-metro-lo-ovalle-_JM#position=18&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,300000.0
45.0,45.0,,3.0,1.0,1.0,40000.0,La Cisterna,https://www.portalinmobiliario.com/MLC-979543079-departamento-en-arriendo-de-3-dorm-en-la-cisterna-_JM#position=19&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,370000.0
43.0,41.0,,2.0,1.0,1.0,50000.0,La Cisterna,https://www.portalinmobiliario.com/MLC-978763825-depto-2d1b-estac-bodega-av-maria-6415-la-cisterna-_JM#position=20&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,400000.0
40.0,36.0,,1.0,1.0,,34000.0,La Cisterna,https://www.portalinmobiliario.com/MLC-978784842-excelente-dept-ano-2021-1dorm1ban-a-2-cuadras-de-metro-l2-_JM#position=21&search_layout=stack&type=item&tracking_id=e424b3b4-f31e-42ac-b4d7-c0ca2c64c7d6,320000.0
