Surface,Bedrooms,Bathrooms,Location,Price
56.0,1.0,2.0,Las Condes,666669.0
235.0,3.0,4.0,Lo Barnechea,3174614.0
60.0,1.0,1.0,Lo Barnechea,740000.0
56.0,1.0,1.0,Lo Barnechea,740000.0
105.0,3.0,3.0,Lo Barnechea,956194.0
100.0,3.0,2.0,Lo Barnechea,1206353.0
148.0,3.0,3.0,Lo Barnechea,1904768.0
113.0,2.0,2.0,Lo Barnechea,1650000.0
140.0,3.0,4.0,Lo Barnechea,1904768.0
235.0,5.0,5.0,Lo Barnechea,2222230.0
131.0,2.0,3.0,Lo Barnechea,1904768.0
57.0,1.0,1.0,Lo Barnechea,750000.0
140.0,3.0,3.0,Lo Barnechea,1619053.0
95.0,4.0,2.0,Lo Barnechea,830000.0
86.0,2.0,3.0,Lo Barnechea,1619053.0
87.0,2.0,2.0,Lo Barnechea,950000.0
84.0,2.0,3.0,Lo Barnechea,1619053.0
140.0,4.0,3.0,Lo Barnechea,1269846.0
89.0,2.0,3.0,Lo Barnechea,1619053.0
360.0,4.0,4.0,Lo Barnechea,2900000.0
160.0,3.0,3.0,Lo Barnechea,1950000.0
160.0,4.0,4.0,Lo Barnechea,1950000.0
270.0,4.0,4.0,Lo Barnechea,2857153.0
140.0,3.0,3.0,Lo Barnechea,1968261.0
137.0,3.0,3.0,Lo Barnechea,1968261.0
116.0,4.0,3.0,Lo Barnechea,1300000.0
130.0,4.0,3.0,Lo Barnechea,1600000.0
163.0,2.0,2.0,Lo Barnechea,1650000.0
85.0,3.0,2.0,Lo Barnechea,750000.0
130.0,2.0,3.0,Lo Barnechea,1904768.0
163.0,2.0,2.0,Lo Barnechea,1650000.0
145.0,3.0,3.0,Lo Barnechea,1238100.0
232.0,4.0,4.0,Lo Barnechea,3079376.0
113.0,2.0,2.0,Lo Barnechea,1650000.0
163.0,2.0,2.0,Lo Barnechea,1650000.0
163.0,2.0,2.0,Lo Barnechea,1650000.0
140.0,3.0,3.0,Lo Barnechea,1904768.0
59.0,2.0,2.0,Lo Barnechea,700000.0
113.0,2.0,2.0,Lo Barnechea,1650000.0
193.0,4.0,4.0,Lo Barnechea,3015883.0
55.0,1.0,1.0,Lo Barnechea,660000.0
110.0,3.0,2.0,Lo Barnechea,1250000.0
140.0,3.0,3.0,Lo Barnechea,1904768.0
70.0,2.0,2.0,Lo Barnechea,700000.0
163.0,2.0,2.0,Lo Barnechea,1650000.0
77.0,2.0,2.0,Lo Barnechea,952384.0
242.0,3.0,3.0,Lo Barnechea,3174614.0
130.0,3.0,3.0,Lo Barnechea,3492076.0
246.0,3.0,4.0,Lo Barnechea,3174614.0
299.0,3.0,4.0,Lo Barnechea,4500000.0
353.0,3.0,4.0,Lo Barnechea,4500000.0
350.0,3.0,4.0,Lo Barnechea,4500000.0
299.0,3.0,4.0,Lo Barnechea,4500000.0
60.0,1.0,1.0,Lo Barnechea,800000.0
86.0,2.0,2.0,Lo Barnechea,1105000.0
64.0,2.0,2.0,Lo Barnechea,1111115.0
240.0,3.0,4.0,Lo Barnechea,4126998.0
244.0,4.0,5.0,Lo Barnechea,4126998.0
207.0,5.0,6.0,Lo Barnechea,4500000.0
140.0,3.0,4.0,Lo Barnechea,1800000.0
200.0,3.0,4.0,Lo Barnechea,1746038.0
180.0,3.0,4.0,Lo Barnechea,1746038.0
240.0,3.0,4.0,Lo Barnechea,4126998.0
73.0,2.0,2.0,Lo Barnechea,1111115.0
115.0,3.0,2.0,Lo Barnechea,1111115.0
56.0,1.0,1.0,Lo Barnechea,810000.0
140.0,3.0,3.0,Lo Barnechea,1809530.0
500.0,3.0,3.0,Lo Barnechea,3968268.0
140.0,4.0,4.0,Lo Barnechea,1809530.0
244.0,3.0,4.0,Lo Barnechea,4126998.0
140.0,4.0,4.0,Lo Barnechea,1809530.0
80.0,2.0,2.0,Lo Barnechea,1100000.0
140.0,3.0,3.0,Lo Barnechea,1777784.0
500.0,4.0,3.0,Lo Barnechea,9523842.0
354.0,3.0,4.0,Lo Barnechea,8253997.0
600.0,6.0,6.0,Lo Barnechea,8000000.0
450.0,5.0,6.0,Lo Barnechea,7460343.0
402.0,5.0,5.0,Lo Barnechea,7206374.0
402.0,5.0,6.0,Lo Barnechea,7206374.0
50.0,1.0,1.0,Lo Barnechea,700000.0
408.0,4.0,4.0,Lo Barnechea,5238113.0
408.0,4.0,4.0,Lo Barnechea,5238113.0
85.0,2.0,2.0,Lo Barnechea,1100000.0
480.0,4.0,6.0,Lo Barnechea,5079383.0
419.0,4.0,5.0,Lo Barnechea,5079383.0
330.0,3.0,4.0,Lo Barnechea,5079383.0
148.0,4.0,4.0,Lo Barnechea,1800000.0
140.0,3.0,2.0,Lo Barnechea,1790000.0
87.0,2.0,2.0,Lo Barnechea,1100000.0
391.0,5.0,5.0,Lo Barnechea,4761921.0
391.0,5.0,5.0,Lo Barnechea,4761921.0
87.0,2.0,2.0,Lo Barnechea,1100000.0
411.0,5.0,4.0,Lo Barnechea,4761921.0
415.0,5.0,6.0,Lo Barnechea,5079383.0
86.0,2.0,2.0,Lo Barnechea,1714292.0
102.0,2.0,2.0,Lo Barnechea,1150000.0
100.0,3.0,3.0,Lo Barnechea,820000.0
90.0,3.0,2.0,Lo Barnechea,1000000.0
260.0,4.0,4.0,Lo Barnechea,3460329.0
193.0,4.0,3.0,Lo Barnechea,3333345.0
193.0,4.0,3.0,Lo Barnechea,3333345.0
193.0,4.0,3.0,Lo Barnechea,3333345.0
194.0,4.0,4.0,Lo Barnechea,3333345.0
193.0,4.0,3.0,Lo Barnechea,3333345.0
235.0,5.0,4.0,Lo Barnechea,3300000.0
250.0,5.0,5.0,Lo Barnechea,3300000.0
61.0,1.0,1.0,Lo Barnechea,800000.0
79.0,3.0,3.0,Lo Barnechea,730000.0
140.0,4.0,4.0,Lo Barnechea,1650799.0
142.0,3.0,2.0,Lo Barnechea,1650799.0
236.0,3.0,4.0,Lo Barnechea,3174614.0
140.0,4.0,4.0,Lo Barnechea,1650799.0
236.0,3.0,4.0,Lo Barnechea,3174614.0
235.0,4.0,4.0,Lo Barnechea,3174614.0
246.0,3.0,4.0,Lo Barnechea,3174614.0
236.0,4.0,4.0,Lo Barnechea,3174614.0
235.0,4.0,4.0,Lo Barnechea,3174614.0
85.0,3.0,2.0,Lo Barnechea,730000.0
220.0,3.0,3.0,Lo Barnechea,3492076.0
140.0,4.0,4.0,Lo Barnechea,1700000.0
235.0,3.0,4.0,Lo Barnechea,3492076.0
229.0,4.0,5.0,Lo Barnechea,3892077.0
170.0,4.0,3.0,Lo Barnechea,1809530.0
89.0,2.0,2.0,Lo Barnechea,1714292.0
120.0,2.0,3.0,Lo Barnechea,1150000.0
142.0,3.0,2.0,Lo Barnechea,1809530.0
75.0,2.0,2.0,Lo Barnechea,1180000.0
102.0,2.0,2.0,Lo Barnechea,1187306.0
137.0,3.0,3.0,Lo Barnechea,1841276.0
51.0,1.0,1.0,Lo Barnechea,714288.0
48.0,1.0,1.0,Lo Barnechea,714288.0
200.0,4.0,4.0,Lo Barnechea,3650806.0
12.0,1.0,1.0,Lo Barnechea,714288.0
193.0,4.0,3.0,Lo Barnechea,3587314.0
115.0,4.0,4.0,Lo Barnechea,1850000.0
193.0,4.0,3.0,Lo Barnechea,3587314.0
261.0,3.0,4.0,Lo Barnechea,3555568.0
140.0,3.0,3.0,Lo Barnechea,1200000.0
200.0,3.0,4.0,Lo Barnechea,3500000.0
213.0,2.0,3.0,Lo Barnechea,3500000.0
110.0,4.0,3.0,Lo Barnechea,1200000.0
52.0,1.0,1.0,Lo Barnechea,720000.0
246.0,3.0,4.0,Lo Barnechea,3174614.0
257.0,3.0,2.0,Lo Barnechea,2857153.0
163.0,2.0,2.0,Lo Barnechea,1650000.0
56.0,1.0,1.0,Lo Barnechea,770000.0
91.0,2.0,2.0,Lo Barnechea,1450000.0
140.0,3.0,3.0,Lo Barnechea,1365084.0
200.0,4.0,4.0,Lo Barnechea,2539691.0
70.0,2.0,2.0,Lo Barnechea,850000.0
200.0,3.0,4.0,Lo Barnechea,2539691.0
220.0,4.0,3.0,Lo Barnechea,2380961.0
190.0,3.0,5.0,Lo Barnechea,2539691.0
130.0,3.0,4.0,Lo Barnechea,2380961.0
200.0,4.0,4.0,Lo Barnechea,2539691.0
200.0,3.0,3.0,Lo Barnechea,2539691.0
140.0,3.0,3.0,Lo Barnechea,1396830.0
190.0,4.0,4.0,Lo Barnechea,2063499.0
56.0,1.0,1.0,Lo Barnechea,770000.0
140.0,4.0,4.0,Lo Barnechea,1396830.0
140.0,3.0,3.0,Lo Barnechea,1396830.0
140.0,3.0,3.0,Lo Barnechea,1396830.0
156.0,3.0,2.0,Lo Barnechea,1396830.0
120.0,3.0,3.0,Lo Barnechea,1365084.0
186.0,4.0,4.0,Lo Barnechea,2380961.0
176.0,3.0,4.0,Lo Barnechea,2539691.0
59.0,2.0,2.0,Lo Barnechea,850000.0
84.0,3.0,3.0,Lo Barnechea,890000.0
130.0,2.0,2.0,Lo Barnechea,1340000.0
40.0,1.0,1.0,Lo Barnechea,1350000.0
346.0,6.0,6.0,Lo Barnechea,2698422.0
60.0,1.0,1.0,Lo Barnechea,760000.0
140.0,4.0,4.0,Lo Barnechea,2031753.0
187.0,3.0,2.0,Lo Barnechea,2666676.0
150.0,4.0,3.0,Lo Barnechea,2600000.0
140.0,3.0,3.0,Lo Barnechea,1396830.0
140.0,4.0,3.0,Lo Barnechea,2539691.0
45.0,1.0,1.0,Lo Barnechea,1350000.0
136.0,3.0,3.0,Lo Barnechea,2200000.0
57.0,1.0,1.0,Lo Barnechea,780000.0
150.0,3.0,4.0,Lo Barnechea,2063499.0
84.0,2.0,2.0,Lo Barnechea,905400.0
200.0,3.0,4.0,Lo Barnechea,2539691.0
140.0,3.0,3.0,Lo Barnechea,1450799.0
55.0,1.0,1.0,Lo Barnechea,680000.0
140.0,3.0,2.0,Lo Barnechea,2063499.0
100.0,2.0,2.0,Lo Barnechea,890000.0
187.0,3.0,3.0,Lo Barnechea,2507945.0
155.0,3.0,4.0,Lo Barnechea,2400000.0
60.0,1.0,1.0,Lo Barnechea,780000.0
144.0,3.0,4.0,Lo Barnechea,2158738.0
86.0,2.0,3.0,Lo Barnechea,1523815.0
150.0,3.0,4.0,Lo Barnechea,2150000.0
89.0,2.0,3.0,Lo Barnechea,1523815.0
140.0,4.0,3.0,Lo Barnechea,1400000.0
80.0,2.0,2.0,Lo Barnechea,1523815.0
320.0,5.0,4.0,Lo Barnechea,2500000.0
93.0,2.0,2.0,Lo Barnechea,1400000.0
55.0,1.0,1.0,Lo Barnechea,650000.0
150.0,4.0,4.0,Lo Barnechea,1523815.0
180.0,4.0,4.0,Lo Barnechea,2500000.0
180.0,3.0,4.0,Lo Barnechea,2500000.0
96.0,4.0,3.0,Lo Barnechea,1400000.0
123.0,3.0,3.0,Lo Barnechea,1400000.0
89.0,2.0,3.0,Lo Barnechea,1523815.0
56.0,1.0,1.0,Lo Barnechea,780000.0
136.0,2.0,4.0,Lo Barnechea,2444453.0
140.0,4.0,5.0,Lo Barnechea,2500000.0
136.0,2.0,4.0,Lo Barnechea,2444453.0
116.0,4.0,3.0,Lo Barnechea,1400000.0
191.0,3.0,3.0,Lo Barnechea,2507945.0
296.0,3.0,3.0,Lo Barnechea,2400000.0
120.0,4.0,3.0,Lo Barnechea,1300000.0
191.0,3.0,3.0,Lo Barnechea,2063499.0
140.0,3.0,3.0,Lo Barnechea,2095245.0
87.0,2.0,3.0,Lo Barnechea,1523815.0
140.0,4.0,3.0,Lo Barnechea,1400000.0
85.0,2.0,2.0,Lo Barnechea,900000.0
140.0,3.0,2.0,Lo Barnechea,1396830.0
80.0,2.0,2.0,Lo Barnechea,1523815.0
200.0,4.0,4.0,Lo Barnechea,2501596.0
140.0,4.0,3.0,Lo Barnechea,1428576.0
60.0,1.0,1.0,Lo Barnechea,770000.0
116.0,4.0,3.0,Lo Barnechea,1400000.0
140.0,3.0,3.0,Lo Barnechea,1523815.0
250.0,4.0,5.0,Lo Barnechea,2500000.0
130.0,2.0,2.0,Lo Barnechea,1400000.0
140.0,4.0,4.0,Lo Barnechea,1400000.0
190.0,4.0,4.0,Lo Barnechea,2507945.0
55.0,1.0,1.0,Lo Barnechea,680000.0
87.0,2.0,2.0,Lo Barnechea,920000.0
56.0,1.0,1.0,Lo Barnechea,760000.0
46.0,1.0,1.0,Lo Barnechea,666669.0
110.0,3.0,3.0,Lo Barnechea,950000.0
140.0,1.0,4.0,Lo Barnechea,1300000.0
140.0,3.0,3.0,Lo Barnechea,2000000.0
60.0,1.0,1.0,Lo Barnechea,790000.0
56.0,1.0,1.0,Lo Barnechea,790000.0
57.0,1.0,1.0,Lo Barnechea,790000.0
84.0,2.0,2.0,Lo Barnechea,870000.0
56.0,1.0,1.0,Lo Barnechea,760000.0
60.0,1.0,1.0,Lo Barnechea,760000.0
75.0,2.0,2.0,Lo Barnechea,870000.0
60.0,2.0,2.0,Lo Barnechea,940000.0
193.0,4.0,3.0,Lo Barnechea,2793660.0
190.0,3.0,3.0,Lo Barnechea,2793660.0
125.0,3.0,2.0,Lo Barnechea,1301592.0
100.0,3.0,3.0,Lo Barnechea,1301592.0
138.0,3.0,2.0,Lo Barnechea,1333338.0
86.0,2.0,2.0,Lo Barnechea,870000.0
133.0,3.0,3.0,Lo Barnechea,1600000.0
105.0,3.0,2.0,Lo Barnechea,1300000.0
137.0,3.0,3.0,Lo Barnechea,1968261.0
59.0,2.0,2.0,Lo Barnechea,857146.0
137.0,3.0,3.0,Lo Barnechea,1968261.0
70.0,2.0,2.0,Lo Barnechea,860000.0
98.0,3.0,2.0,Lo Barnechea,950000.0
140.0,3.0,3.0,Lo Barnechea,1300000.0
128.0,3.0,3.0,Lo Barnechea,2222230.0
127.0,3.0,3.0,Lo Barnechea,1500000.0
128.0,2.0,2.0,Lo Barnechea,2222230.0
30.0,1.0,1.0,Lo Barnechea,500000.0
116.0,4.0,3.0,Lo Barnechea,1300000.0
56.0,1.0,1.0,Lo Barnechea,780000.0
60.0,1.0,1.0,Lo Barnechea,750000.0
56.0,1.0,1.0,Lo Barnechea,800000.0
83.0,2.0,2.0,Lo Barnechea,1300000.0
74.0,2.0,2.0,Lo Barnechea,950000.0
260.0,4.0,4.0,Lo Barnechea,2825407.0
125.0,3.0,2.0,Lo Barnechea,1301592.0
100.0,3.0,2.0,Lo Barnechea,1301592.0
120.0,4.0,3.0,Lo Barnechea,1400000.0
193.0,4.0,3.0,Lo Barnechea,2730168.0
55.0,1.0,1.0,Lo Barnechea,670000.0
68.0,2.0,2.0,Lo Barnechea,888892.0
68.0,2.0,2.0,Lo Barnechea,888892.0
194.0,4.0,4.0,Lo Barnechea,2730168.0
160.0,4.0,3.0,Lo Barnechea,2730168.0
60.0,1.0,1.0,Lo Barnechea,760000.0
70.0,2.0,1.0,Lo Barnechea,540000.0
50.0,1.0,1.0,Lo Barnechea,850000.0
148.0,3.0,3.0,Lo Barnechea,1587307.0
193.0,4.0,3.0,Lo Barnechea,2730168.0
190.0,3.0,3.0,Lo Barnechea,2730168.0
125.0,3.0,2.0,Lo Barnechea,1333338.0
160.0,4.0,4.0,Lo Barnechea,2000007.0
87.0,2.0,2.0,Lo Barnechea,930000.0
60.0,2.0,2.0,Lo Barnechea,920638.0
100.0,3.0,3.0,Lo Barnechea,1301592.0
193.0,4.0,3.0,Lo Barnechea,2793660.0
86.0,2.0,2.0,Lo Barnechea,880000.0
80.0,2.0,2.0,Lo Barnechea,888892.0
55.0,1.0,1.0,Lo Barnechea,670000.0
55.0,1.0,1.0,Lo Barnechea,690000.0
71.0,3.0,2.0,Nunoa,700000.0
86.0,2.0,2.0,Nunoa,704764.0
62.0,2.0,2.0,Nunoa,680000.0
58.0,2.0,2.0,Nunoa,634923.0
68.0,2.0,2.0,Nunoa,780000.0
67.0,2.0,2.0,Nunoa,650000.0
66.0,2.0,2.0,Nunoa,700000.0
72.0,2.0,2.0,Nunoa,650000.0
63.0,2.0,2.0,Nunoa,650000.0
61.0,2.0,2.0,Nunoa,600000.0
74.0,2.0,2.0,Nunoa,860000.0
70.0,2.0,2.0,Nunoa,710000.0
75.0,3.0,2.0,Nunoa,710000.0
57.0,2.0,2.0,Nunoa,700000.0
60.0,2.0,2.0,Nunoa,650000.0
81.0,3.0,2.0,Nunoa,790000.0
58.0,2.0,2.0,Nunoa,800000.0
69.0,3.0,2.0,Nunoa,634923.0
68.0,2.0,2.0,Nunoa,680000.0
85.0,3.0,2.0,Nunoa,780000.0
67.0,2.0,2.0,Nunoa,650000.0
76.0,3.0,2.0,Nunoa,800000.0
82.0,2.0,2.0,Nunoa,800000.0
100.0,4.0,2.0,Nunoa,650000.0
65.0,2.0,2.0,Nunoa,650000.0
65.0,2.0,2.0,Nunoa,650000.0
59.0,2.0,2.0,Nunoa,640000.0
66.0,2.0,2.0,Nunoa,634923.0
46.0,2.0,2.0,Nunoa,780000.0
48.0,2.0,2.0,Nunoa,650000.0
90.0,2.0,2.0,Nunoa,1047622.0
65.0,2.0,2.0,Nunoa,650000.0
70.0,2.0,2.0,Nunoa,701272.0
68.0,2.0,2.0,Nunoa,1047622.0
76.0,2.0,2.0,Nunoa,700000.0
55.0,2.0,2.0,Nunoa,700000.0
77.0,2.0,2.0,Nunoa,700000.0
84.0,2.0,2.0,Nunoa,800000.0
66.0,2.0,2.0,Nunoa,700955.0
60.0,2.0,2.0,Nunoa,680000.0
70.0,2.0,2.0,Nunoa,650000.0
120.0,3.0,2.0,Nunoa,780000.0
43.0,1.0,1.0,Nunoa,634923.0
82.0,2.0,2.0,Nunoa,850000.0
76.0,3.0,2.0,Nunoa,634923.0
70.0,2.0,2.0,Nunoa,680000.0
85.0,3.0,3.0,Nunoa,650000.0
78.0,3.0,2.0,Nunoa,780000.0
69.0,2.0,2.0,Nunoa,680000.0
69.0,2.0,2.0,Nunoa,680000.0
80.0,3.0,2.0,Nunoa,780000.0
75.0,2.0,2.0,Nunoa,650000.0
78.0,3.0,2.0,Nunoa,710000.0
55.0,2.0,2.0,Nunoa,620000.0
64.0,2.0,2.0,Nunoa,660000.0
90.0,3.0,2.0,Nunoa,750000.0
70.0,2.0,2.0,Nunoa,620000.0
40.0,1.0,1.0,Nunoa,380000.0
80.0,2.0,2.0,Nunoa,750000.0
100.0,2.0,2.0,Nunoa,750000.0
53.0,2.0,2.0,Nunoa,620000.0
76.0,2.0,2.0,Nunoa,700000.0
56.0,1.0,1.0,Nunoa,760000.0
70.0,2.0,2.0,Nunoa,700000.0
90.0,3.0,2.0,Nunoa,660000.0
61.0,2.0,2.0,Nunoa,700000.0
90.0,3.0,2.0,Nunoa,700000.0
62.0,2.0,2.0,Nunoa,700000.0
76.0,2.0,2.0,Nunoa,730161.0
51.0,2.0,2.0,Nunoa,630000.0
60.0,2.0,2.0,Nunoa,650000.0
40.0,1.0,1.0,Nunoa,380000.0
60.0,2.0,2.0,Nunoa,650000.0
72.0,3.0,2.0,Nunoa,700000.0
58.0,2.0,2.0,Nunoa,603177.0
30.0,2.0,1.0,Nunoa,380000.0
76.0,2.0,2.0,Nunoa,620000.0
68.0,2.0,2.0,Nunoa,650000.0
93.0,3.0,2.0,Nunoa,840000.0
56.0,2.0,2.0,Nunoa,650000.0
61.0,2.0,2.0,Nunoa,800000.0
81.0,3.0,2.0,Nunoa,800000.0
65.0,2.0,2.0,Nunoa,650000.0
100.0,3.0,2.0,Nunoa,750000.0
60.0,2.0,2.0,Nunoa,620000.0
58.0,2.0,2.0,Nunoa,800000.0
48.0,2.0,2.0,Nunoa,620000.0
50.0,2.0,2.0,Nunoa,690000.0
70.0,2.0,2.0,Nunoa,750000.0
80.0,2.0,2.0,Nunoa,750000.0
80.0,3.0,2.0,Nunoa,950000.0
84.0,3.0,2.0,Nunoa,650000.0
69.0,1.0,2.0,Nunoa,799900.0
58.0,3.0,1.0,Nunoa,380000.0
65.0,3.0,1.0,Nunoa,620000.0
75.0,2.0,2.0,Nunoa,758733.0
27.0,1.0,1.0,Nunoa,380000.0
87.0,3.0,2.0,Nunoa,750000.0
84.0,2.0,2.0,Nunoa,850000.0
69.0,2.0,2.0,Nunoa,630000.0
70.0,2.0,2.0,Nunoa,800000.0
57.0,2.0,2.0,Nunoa,680000.0
61.0,2.0,2.0,Nunoa,850000.0
110.0,2.0,2.0,Nunoa,850000.0
105.0,3.0,2.0,Nunoa,850000.0
140.0,3.0,3.0,Nunoa,900000.0
90.0,3.0,2.0,Nunoa,714288.0
85.0,3.0,2.0,Nunoa,850000.0
79.0,3.0,2.0,Nunoa,850000.0
90.0,3.0,2.0,Nunoa,850000.0
78.0,3.0,2.0,Nunoa,900000.0
80.0,3.0,2.0,Nunoa,700000.0
80.0,3.0,2.0,Nunoa,777780.0
68.0,2.0,2.0,Nunoa,680000.0
62.0,2.0,2.0,Nunoa,650000.0
55.0,2.0,2.0,Nunoa,650000.0
65.0,2.0,2.0,Nunoa,600000.0
65.0,2.0,2.0,Nunoa,650000.0
84.0,3.0,2.0,Nunoa,820000.0
40.0,2.0,2.0,Nunoa,650000.0
81.0,2.0,2.0,Nunoa,650000.0
42.0,2.0,1.0,Nunoa,650000.0
64.0,2.0,2.0,Nunoa,650000.0
5.0,3.0,2.0,Nunoa,825400.0
90.0,3.0,2.0,Nunoa,720000.0
89.0,3.0,2.0,Nunoa,700000.0
82.0,3.0,2.0,Nunoa,730000.0
48.0,2.0,2.0,Nunoa,603000.0
65.0,2.0,2.0,Nunoa,761907.0
49.0,1.0,1.0,Nunoa,653970.0
65.0,2.0,2.0,Nunoa,761907.0
55.0,2.0,2.0,Nunoa,630000.0
77.0,2.0,2.0,Nunoa,761907.0
72.0,2.0,2.0,Nunoa,600000.0
70.0,2.0,2.0,Nunoa,700000.0
59.0,1.0,1.0,Nunoa,761907.0
70.0,2.0,2.0,Nunoa,700000.0
58.0,2.0,2.0,Nunoa,700000.0
88.0,3.0,2.0,Nunoa,900000.0
53.0,2.0,2.0,Nunoa,600000.0
90.0,2.0,2.0,Nunoa,1000000.0
55.0,2.0,1.0,Nunoa,600000.0
95.0,3.0,2.0,Nunoa,800000.0
57.0,2.0,2.0,Nunoa,650161.0
68.0,2.0,2.0,Nunoa,720000.0
40.0,2.0,2.0,Nunoa,650000.0
75.0,2.0,2.0,Nunoa,650000.0
61.0,2.0,2.0,Nunoa,700000.0
98.0,3.0,2.0,Nunoa,1079369.0
45.0,2.0,1.0,Nunoa,530000.0
27.0,1.0,1.0,Nunoa,290000.0
38.0,1.0,1.0,Nunoa,460000.0
40.0,1.0,1.0,Nunoa,400000.0
38.0,1.0,1.0,Nunoa,460319.0
58.0,3.0,1.0,Nunoa,400000.0
74.0,2.0,2.0,Nunoa,700000.0
36.0,1.0,1.0,Nunoa,470000.0
28.0,1.0,1.0,Nunoa,400000.0
60.0,2.0,2.0,Nunoa,520000.0
48.0,2.0,2.0,Nunoa,520000.0
43.0,1.0,1.0,Nunoa,470000.0
51.0,1.0,1.0,Nunoa,520000.0
38.0,1.0,1.0,Nunoa,470000.0
37.0,1.0,1.0,Nunoa,400000.0
4.0,2.0,2.0,Nunoa,515875.0
40.0,1.0,1.0,Nunoa,510000.0
40.0,1.0,1.0,Nunoa,430000.0
38.0,1.0,1.0,Nunoa,420000.0
37.0,1.0,1.0,Nunoa,530000.0
37.0,1.0,1.0,Nunoa,350000.0
70.0,3.0,2.0,Nunoa,550000.0
33.0,1.0,1.0,Nunoa,390000.0
38.0,1.0,1.0,Nunoa,390000.0
38.0,1.0,1.0,Nunoa,430160.0
39.0,1.0,1.0,Nunoa,390000.0
34.0,2.0,1.0,Nunoa,390000.0
31.0,1.0,1.0,Nunoa,390000.0
120.0,4.0,4.0,Nunoa,1300000.0
32.0,1.0,1.0,Nunoa,280000.0
38.0,1.0,1.0,Nunoa,395000.0
64.0,2.0,2.0,Nunoa,550000.0
58.0,2.0,2.0,Nunoa,550000.0
65.0,2.0,2.0,Nunoa,550000.0
32.0,1.0,1.0,Nunoa,395000.0
40.0,1.0,1.0,Nunoa,539684.0
52.0,2.0,2.0,Nunoa,539684.0
39.0,1.0,1.0,Nunoa,350000.0
56.0,3.0,1.0,Nunoa,350000.0
28.0,1.0,1.0,Nunoa,400000.0
32.0,1.0,1.0,Nunoa,420000.0
45.0,1.0,1.0,Nunoa,507938.0
45.0,1.0,1.0,Nunoa,480000.0
40.0,1.0,1.0,Nunoa,410000.0
49.0,2.0,2.0,Nunoa,480000.0
42.0,1.0,1.0,Nunoa,410000.0
39.0,1.0,1.0,Nunoa,480000.0
49.0,2.0,2.0,Nunoa,480000.0
39.0,1.0,1.0,Nunoa,480000.0
40.0,1.0,1.0,Nunoa,410000.0
42.0,1.0,1.0,Nunoa,498000.0
42.0,1.0,1.0,Nunoa,496000.0
48.0,1.0,1.0,Nunoa,412700.0
42.0,1.0,1.0,Nunoa,493000.0
52.0,2.0,2.0,Nunoa,485000.0
42.0,1.0,1.0,Nunoa,491000.0
45.0,1.0,1.0,Nunoa,412700.0
38.0,1.0,1.0,Nunoa,490000.0
45.0,2.0,1.0,Nunoa,490000.0
40.0,1.0,1.0,Nunoa,409525.0
45.0,2.0,1.0,Nunoa,420000.0
40.0,1.0,1.0,Nunoa,310000.0
35.0,1.0,1.0,Nunoa,480000.0
45.0,1.0,1.0,Nunoa,420000.0
36.0,1.0,1.0,Nunoa,476192.0
40.0,1.0,1.0,Nunoa,476192.0
34.0,1.0,1.0,Nunoa,420000.0
88.0,3.0,2.0,Nunoa,1500000.0
35.0,1.0,1.0,Nunoa,420000.0
43.0,2.0,1.0,Nunoa,500000.0
38.0,1.0,1.0,Nunoa,420000.0
87.0,3.0,2.0,Nunoa,555557.0
46.0,1.0,1.0,Nunoa,420000.0
55.0,2.0,2.0,Nunoa,500000.0
32.0,1.0,1.0,Nunoa,500000.0
42.0,1.0,1.0,Nunoa,500000.0
33.0,1.0,1.0,Nunoa,420000.0
40.0,1.0,1.0,Nunoa,480000.0
50.0,2.0,1.0,Nunoa,500000.0
36.0,1.0,1.0,Nunoa,500000.0
53.0,2.0,2.0,Nunoa,500000.0
40.0,1.0,1.0,Nunoa,480000.0
38.0,1.0,1.0,Nunoa,555557.0
47.0,1.0,1.0,Nunoa,530000.0
49.0,1.0,1.0,Nunoa,490000.0
54.0,2.0,2.0,Nunoa,440000.0
35.0,1.0,1.0,Nunoa,450000.0
73.0,2.0,2.0,Nunoa,600000.0
76.0,2.0,2.0,Nunoa,1200004.0
60.0,1.0,1.0,Nunoa,450000.0
34.0,1.0,1.0,Nunoa,440000.0
60.0,2.0,2.0,Nunoa,571430.0
30.0,1.0,1.0,Nunoa,450000.0
122.0,4.0,3.0,Nunoa,1111115.0
48.0,2.0,2.0,Nunoa,600000.0
48.0,2.0,2.0,Nunoa,597000.0
48.0,2.0,2.0,Nunoa,597000.0
5.0,1.0,1.0,Nunoa,450000.0
80.0,3.0,1.0,Nunoa,580000.0
38.0,1.0,1.0,Nunoa,450000.0
47.0,2.0,1.0,Nunoa,450000.0
3.0,2.0,1.0,Nunoa,449208.0
3.0,1.0,1.0,Nunoa,358731.0
35.0,1.0,1.0,Nunoa,450000.0
45.0,1.0,1.0,Nunoa,450000.0
45.0,2.0,2.0,Nunoa,590000.0
34.0,1.0,1.0,Nunoa,450000.0
29.0,1.0,1.0,Nunoa,360000.0
36.0,1.0,1.0,Nunoa,440000.0
36.0,1.0,1.0,Nunoa,440000.0
60.0,2.0,2.0,Nunoa,590000.0
48.0,2.0,2.0,Nunoa,588000.0
66.0,2.0,2.0,Nunoa,590000.0
57.0,2.0,2.0,Nunoa,590000.0
65.0,2.0,2.0,Nunoa,590000.0
55.0,2.0,2.0,Nunoa,580000.0
