Surface,Bedrooms,Bathrooms,Location,Price
110.0,3.0,3.0,Las Condes,1350000.0
75.0,1.0,1.0,Las Condes,539684.0
140.0,4.0,3.0,Las Condes,1350000.0
62.0,1.0,2.0,Las Condes,920000.0
120.0,3.0,3.0,Las Condes,920000.0
108.0,3.0,3.0,Las Condes,1350000.0
108.0,3.0,3.0,Las Condes,1350000.0
145.0,3.0,3.0,Las Condes,1350000.0
100.0,3.0,3.0,Las Condes,920000.0
240.0,4.0,4.0,Las Condes,1350000.0
60.0,2.0,1.0,Las Condes,904765.0
70.0,2.0,2.0,Las Condes,902543.0
80.0,2.0,2.0,Las Condes,1360000.0
145.0,4.0,3.0,Las Condes,900000.0
140.0,3.0,3.0,Las Condes,1365084.0
140.0,3.0,3.0,Las Condes,1350000.0
70.0,2.0,1.0,Las Condes,1333338.0
42.0,1.0,1.0,Las Condes,539684.0
108.0,3.0,3.0,Las Condes,1350000.0
110.0,3.0,3.0,Las Condes,1333338.0
85.0,2.0,2.0,Las Condes,1333338.0
44.0,1.0,1.0,Las Condes,920638.0
43.0,2.0,2.0,Las Condes,620000.0
70.0,2.0,2.0,Las Condes,1333338.0
169.0,4.0,3.0,Las Condes,1333338.0
72.0,2.0,2.0,Las Condes,1333338.0
110.0,3.0,3.0,Las Condes,1333338.0
65.0,1.0,1.0,Las Condes,539684.0
114.0,2.0,3.0,Las Condes,920638.0
80.0,2.0,2.0,Las Condes,920638.0
114.0,2.0,3.0,Las Condes,920638.0
143.0,3.0,3.0,Las Condes,1340000.0
90.0,2.0,2.0,Las Condes,1350000.0
32.0,1.0,1.0,Las Condes,539684.0
131.0,3.0,3.0,Las Condes,1350000.0
87.0,2.0,2.0,Las Condes,1350000.0
146.0,4.0,4.0,Las Condes,1350000.0
88.0,2.0,2.0,Las Condes,1333338.0
140.0,2.0,3.0,Las Condes,1800000.0
90.0,2.0,2.0,Las Condes,950000.0
165.0,3.0,2.0,Las Condes,1300000.0
78.0,2.0,2.0,Las Condes,1240000.0
78.0,2.0,2.0,Las Condes,1240000.0
78.0,2.0,2.0,Las Condes,952384.0
57.0,2.0,2.0,Las Condes,952384.0
120.0,3.0,3.0,Las Condes,1250000.0
70.0,2.0,2.0,Las Condes,1250000.0
60.0,1.0,2.0,Las Condes,1250000.0
100.0,3.0,2.0,Las Condes,952384.0
70.0,2.0,1.0,Las Condes,610000.0
85.0,3.0,2.0,Las Condes,952384.0
45.0,1.0,1.0,Las Condes,550000.0
90.0,2.0,2.0,Las Condes,1250000.0
75.0,2.0,2.0,Las Condes,952384.0
72.0,2.0,2.0,Las Condes,1250000.0
55.0,1.0,1.0,Las Condes,550000.0
132.0,4.0,3.0,Las Condes,1250000.0
120.0,3.0,2.0,Las Condes,952384.0
75.0,1.0,2.0,Las Condes,952384.0
40.0,1.0,1.0,Las Condes,550000.0
74.0,2.0,2.0,Las Condes,952384.0
64.0,3.0,1.0,Las Condes,560000.0
71.0,2.0,2.0,Las Condes,1231900.0
138.0,4.0,3.0,Las Condes,980000.0
77.0,2.0,2.0,Las Condes,1206000.0
140.0,4.0,3.0,Las Condes,1206353.0
78.0,2.0,2.0,Las Condes,1206353.0
130.0,3.0,2.0,Las Condes,1206353.0
78.0,3.0,2.0,Las Condes,1206353.0
44.0,1.0,1.0,Las Condes,975500.0
75.0,2.0,2.0,Las Condes,952900.0
113.0,3.0,3.0,Las Condes,1238100.0
34.0,1.0,1.0,Las Condes,603177.0
133.0,7.0,1.0,Las Condes,1206353.0
8.0,2.0,2.0,Las Condes,952384.0
50.0,1.0,1.0,Las Condes,603177.0
140.0,3.0,3.0,Las Condes,952384.0
45.0,1.0,1.0,Las Condes,603177.0
80.0,2.0,2.0,Las Condes,1211500.0
38.0,1.0,1.0,Las Condes,610000.0
78.0,2.0,2.0,Las Condes,1212703.0
130.0,4.0,3.0,Las Condes,1206353.0
136.0,3.0,3.0,Las Condes,1300000.0
66.0,2.0,2.0,Las Condes,952000.0
66.0,2.0,1.0,Las Condes,952000.0
110.0,2.0,3.0,Las Condes,950000.0
85.0,2.0,2.0,Las Condes,950000.0
140.0,4.0,3.0,Las Condes,1280000.0
140.0,4.0,3.0,Las Condes,1285719.0
80.0,2.0,2.0,Las Condes,1288400.0
10.0,2.0,3.0,Las Condes,950000.0
146.0,3.0,2.0,Las Condes,1290000.0
88.0,2.0,2.0,Las Condes,1290000.0
140.0,4.0,3.0,Las Condes,1280000.0
70.0,2.0,2.0,Las Condes,950000.0
200.0,4.0,3.0,Las Condes,1300000.0
120.0,3.0,2.0,Las Condes,1300000.0
102.0,3.0,3.0,Las Condes,1300000.0
140.0,3.0,3.0,Las Condes,1300000.0
50.0,1.0,1.0,Las Condes,620000.0
96.0,2.0,3.0,Las Condes,950000.0
91.0,3.0,3.0,Las Condes,1300000.0
90.0,2.0,2.0,Las Condes,1300000.0
75.0,2.0,2.0,Las Condes,950000.0
110.0,3.0,2.0,Las Condes,1250000.0
140.0,4.0,3.0,Las Condes,1280000.0
75.0,2.0,2.0,Las Condes,1269846.0
43.0,1.0,1.0,Las Condes,610000.0
43.0,1.0,1.0,Las Condes,620000.0
90.0,2.0,2.0,Las Condes,950000.0
133.0,2.0,2.0,Las Condes,950000.0
77.0,2.0,2.0,Las Condes,950000.0
75.0,2.0,2.0,Las Condes,1269846.0
87.0,2.0,2.0,Las Condes,1269846.0
150.0,3.0,3.0,Las Condes,1269846.0
107.0,4.0,3.0,Las Condes,1269846.0
33.0,1.0,1.0,Las Condes,550000.0
120.0,4.0,3.0,Las Condes,1269846.0
87.0,3.0,2.0,Las Condes,1269846.0
96.0,3.0,2.0,Las Condes,1269846.0
112.0,4.0,3.0,Las Condes,950000.0
47.0,1.0,1.0,Las Condes,550000.0
75.0,2.0,2.0,Las Condes,1269846.0
120.0,4.0,3.0,Las Condes,1269846.0
75.0,2.0,2.0,Las Condes,1269846.0
96.0,3.0,2.0,Las Condes,1269846.0
50.0,2.0,2.0,Las Condes,800000.0
120.0,3.0,2.0,Las Condes,1079369.0
160.0,3.0,3.0,Las Condes,1800000.0
278.0,4.0,5.0,Las Condes,2600000.0
278.0,5.0,6.0,Las Condes,2600000.0
62.0,2.0,2.0,Las Condes,761907.0
260.0,4.0,3.0,Las Condes,2603184.0
59.0,1.0,1.0,Las Condes,690000.0
75.0,1.0,1.0,Las Condes,690000.0
250.0,3.0,3.0,Las Condes,2698422.0
240.0,4.0,4.0,Las Condes,2698422.0
300.0,5.0,7.0,Las Condes,2698422.0
365.0,4.0,4.0,Las Condes,2700000.0
300.0,3.0,3.0,Las Condes,2700000.0
300.0,4.0,4.0,Las Condes,2700000.0
300.0,4.0,4.0,Las Condes,2700000.0
256.0,3.0,4.0,Las Condes,2700000.0
304.0,4.0,3.0,Las Condes,2700000.0
275.0,4.0,3.0,Las Condes,2600000.0
380.0,4.0,3.0,Las Condes,2700000.0
343.0,5.0,6.0,Las Condes,2600000.0
350.0,5.0,5.0,Las Condes,2550000.0
111.0,2.0,3.0,Las Condes,2507945.0
350.0,4.0,3.0,Las Condes,2507945.0
140.0,3.0,4.0,Las Condes,2507945.0
365.0,3.0,4.0,Las Condes,2514294.0
68.0,2.0,2.0,Las Condes,770000.0
64.0,2.0,2.0,Las Condes,761907.0
231.0,3.0,3.0,Las Condes,2539691.0
316.0,4.0,4.0,Las Condes,2539691.0
280.0,4.0,5.0,Las Condes,2539691.0
235.0,4.0,4.0,Las Condes,2539691.0
265.0,3.0,3.0,Las Condes,2539691.0
111.0,2.0,3.0,Las Condes,2539691.0
239.0,6.0,5.0,Las Condes,2539691.0
35.0,1.0,1.0,Las Condes,430000.0
124.0,2.0,3.0,Las Condes,2539691.0
319.0,5.0,5.0,Las Condes,2600000.0
378.0,3.0,4.0,Las Condes,2500000.0
280.0,3.0,5.0,Las Condes,2700000.0
300.0,3.0,3.0,Las Condes,2700000.0
354.0,7.0,5.0,Las Condes,2825407.0
314.0,4.0,5.0,Las Condes,2825407.0
150.0,3.0,3.0,Las Condes,2850000.0
45.0,1.0,1.0,Las Condes,750000.0
64.0,3.0,2.0,Las Condes,750000.0
68.0,2.0,2.0,Las Condes,698415.0
140.0,3.0,2.0,Las Condes,2857153.0
160.0,3.0,3.0,Las Condes,2857153.0
140.0,3.0,3.0,Las Condes,2857153.0
146.0,3.0,3.0,Las Condes,2857153.0
128.0,3.0,3.0,Las Condes,2857153.0
130.0,3.0,3.0,Las Condes,2857153.0
173.0,3.0,2.0,Las Condes,2857153.0
140.0,3.0,2.0,Las Condes,2857153.0
95.0,3.0,3.0,Las Condes,2857153.0
300.0,4.0,3.0,Las Condes,2825407.0
256.0,4.0,5.0,Las Condes,2700000.0
297.0,4.0,3.0,Las Condes,2825407.0
180.0,4.0,5.0,Las Condes,2800000.0
300.0,4.0,2.0,Las Condes,2700000.0
304.0,4.0,4.0,Las Condes,2700000.0
175.0,3.0,3.0,Las Condes,2730168.0
215.0,3.0,2.0,Las Condes,2730168.0
220.0,3.0,3.0,Las Condes,2730168.0
270.0,5.0,5.0,Las Condes,2761914.0
350.0,3.0,4.0,Las Condes,2774613.0
280.0,5.0,5.0,Las Condes,2800000.0
41.0,1.0,1.0,Las Condes,751431.0
320.0,5.0,5.0,Las Condes,2800000.0
311.0,5.0,5.0,Las Condes,2800000.0
90.0,3.0,2.0,Las Condes,750479.0
200.0,3.0,2.0,Las Condes,2800000.0
320.0,4.0,4.0,Las Condes,2800000.0
140.0,3.0,3.0,Las Condes,2800000.0
300.0,4.0,4.0,Las Condes,2825407.0
320.0,3.0,4.0,Las Condes,2857153.0
54.0,1.0,1.0,Las Condes,770000.0
378.0,5.0,5.0,Las Condes,2500000.0
200.0,3.0,2.0,Las Condes,2317468.0
191.0,3.0,3.0,Las Condes,2317468.0
191.0,3.0,3.0,Las Condes,2317468.0
220.0,3.0,4.0,Las Condes,2349214.0
270.0,4.0,4.0,Las Condes,2349214.0
235.0,4.0,4.0,Las Condes,2349214.0
235.0,3.0,4.0,Las Condes,2349214.0
238.0,3.0,4.0,Las Condes,2349214.0
256.0,5.0,5.0,Las Condes,2349214.0
140.0,4.0,4.0,Las Condes,2350000.0
250.0,3.0,4.0,Las Condes,2370000.0
65.0,2.0,2.0,Las Condes,780000.0
30.0,1.0,1.0,Las Condes,300000.0
32.0,1.0,1.0,Las Condes,470000.0
63.0,2.0,2.0,Las Condes,780000.0
191.0,2.0,2.0,Las Condes,2317468.0
240.0,4.0,4.0,Las Condes,2380961.0
191.0,3.0,3.0,Las Condes,2317468.0
41.0,1.0,1.0,Las Condes,470000.0
110.0,2.0,2.0,Las Condes,2222230.0
202.0,3.0,4.0,Las Condes,2222230.0
115.0,2.0,2.0,Las Condes,2222230.0
145.0,2.0,2.0,Las Condes,2285722.0
115.0,2.0,2.0,Las Condes,2285722.0
235.0,3.0,4.0,Las Condes,2292071.0
190.0,3.0,4.0,Las Condes,2300000.0
180.0,4.0,3.0,Las Condes,2300000.0
180.0,4.0,3.0,Las Condes,2300000.0
156.0,3.0,3.0,Las Condes,2300000.0
332.0,4.0,4.0,Las Condes,2300000.0
240.0,5.0,4.0,Las Condes,2300000.0
180.0,4.0,3.0,Las Condes,2300000.0
230.0,5.0,4.0,Las Condes,2300000.0
240.0,4.0,4.0,Las Condes,2300000.0
191.0,4.0,4.0,Las Condes,2317468.0
280.0,4.0,3.0,Las Condes,2500000.0
190.0,3.0,3.0,Las Condes,2380961.0
240.0,4.0,4.0,Las Condes,2380961.0
190.0,3.0,3.0,Las Condes,2500000.0
260.0,4.0,3.0,Las Condes,2500000.0
115.0,2.0,3.0,Las Condes,2500000.0
250.0,4.0,5.0,Las Condes,2500000.0
140.0,3.0,4.0,Las Condes,2500000.0
160.0,3.0,4.0,Las Condes,2500000.0
230.0,3.0,5.0,Las Condes,2500000.0
74.0,2.0,2.0,Las Condes,775000.0
160.0,4.0,4.0,Las Condes,2500000.0
250.0,3.0,4.0,Las Condes,2500000.0
260.0,5.0,4.0,Las Condes,2500000.0
58.0,2.0,2.0,Las Condes,775000.0
170.0,2.0,3.0,Las Condes,2500000.0
50.0,1.0,1.0,Las Condes,770000.0
320.0,5.0,6.0,Las Condes,2500000.0
140.0,4.0,4.0,Las Condes,2500000.0
190.0,4.0,4.0,Las Condes,2380961.0
140.0,3.0,4.0,Las Condes,2500000.0
227.0,2.0,3.0,Las Condes,2500000.0
190.0,4.0,4.0,Las Condes,2380961.0
110.0,3.0,3.0,Las Condes,780000.0
106.0,4.0,3.0,Las Condes,2400000.0
283.0,3.0,3.0,Las Condes,2400000.0
232.0,3.0,3.0,Las Condes,2400000.0
140.0,4.0,4.0,Las Condes,2400000.0
150.0,3.0,3.0,Las Condes,2400000.0
283.0,3.0,3.0,Las Condes,2400000.0
285.0,3.0,3.0,Las Condes,2400000.0
175.0,3.0,3.0,Las Condes,2400000.0
280.0,3.0,4.0,Las Condes,2405088.0
283.0,3.0,3.0,Las Condes,2409532.0
80.0,2.0,2.0,Las Condes,780000.0
61.0,2.0,2.0,Las Condes,780000.0
202.0,4.0,4.0,Las Condes,2490000.0
140.0,2.0,3.0,Las Condes,2500000.0
115.0,2.0,2.0,Las Condes,2222230.0
152.0,3.0,3.0,Las Condes,2857153.0
180.0,3.0,2.0,Las Condes,2857153.0
303.0,4.0,5.0,Las Condes,3809537.0
298.0,4.0,5.0,Las Condes,3809537.0
300.0,4.0,4.0,Las Condes,3809537.0
270.0,3.0,4.0,Las Condes,3809537.0
343.0,5.0,5.0,Las Condes,3809537.0
300.0,3.0,4.0,Las Condes,3809537.0
350.0,4.0,4.0,Las Condes,3809537.0
350.0,4.0,4.0,Las Condes,3850000.0
500.0,3.0,4.0,Las Condes,3900000.0
330.0,4.0,3.0,Las Condes,3968268.0
260.0,3.0,3.0,Las Condes,3968268.0
255.0,3.0,4.0,Las Condes,3968268.0
345.0,4.0,4.0,Las Condes,3968268.0
100.0,2.0,3.0,Las Condes,3968268.0
370.0,3.0,3.0,Las Condes,3968268.0
321.0,3.0,3.0,Las Condes,3809537.0
320.0,3.0,4.0,Las Condes,3968268.0
298.0,4.0,4.0,Las Condes,3809537.0
300.0,4.0,4.0,Las Condes,3809537.0
160.0,4.0,4.0,Las Condes,3500000.0
38.0,1.0,1.0,Las Condes,715000.0
220.0,3.0,3.0,Las Condes,3555568.0
263.0,4.0,5.0,Las Condes,3587314.0
263.0,3.0,4.0,Las Condes,3587314.0
30.0,1.0,1.0,Las Condes,450000.0
160.0,3.0,3.0,Las Condes,3650806.0
230.0,3.0,3.0,Las Condes,3714299.0
300.0,3.0,3.0,Las Condes,3714299.0
39.0,1.0,1.0,Las Condes,450000.0
303.0,3.0,4.0,Las Condes,3809537.0
230.0,3.0,4.0,Las Condes,3809537.0
303.0,4.0,5.0,Las Condes,3809537.0
300.0,3.0,4.0,Las Condes,3809537.0
303.0,3.0,4.0,Las Condes,3809537.0
350.0,3.0,3.0,Las Condes,3809537.0
487.0,3.0,4.0,Las Condes,3500000.0
353.0,4.0,4.0,Las Condes,3990000.0
300.0,3.0,4.0,Las Condes,4126998.0
38.0,1.0,1.0,Las Condes,700000.0
360.0,4.0,5.0,Las Condes,4603191.0
360.0,4.0,5.0,Las Condes,4603191.0
367.0,4.0,3.0,Las Condes,4698429.0
360.0,4.0,5.0,Las Condes,4761921.0
310.0,3.0,3.0,Las Condes,4825414.0
460.0,6.0,4.0,Las Condes,4900000.0
450.0,3.0,4.0,Las Condes,5000000.0
300.0,3.0,5.0,Las Condes,5079383.0
450.0,6.0,8.0,Las Condes,5555575.0
451.0,4.0,6.0,Las Condes,5555575.0
40.0,1.0,1.0,Las Condes,700000.0
412.0,5.0,6.0,Las Condes,5714305.0
575.0,4.0,5.0,Las Condes,6000000.0
126.0,4.0,4.0,Las Condes,7047643.0
360.0,4.0,4.0,Las Condes,4571444.0
345.0,4.0,4.0,Las Condes,4031760.0
310.0,3.0,5.0,Las Condes,4500000.0
319.0,4.0,5.0,Las Condes,4444460.0
300.0,3.0,4.0,Las Condes,4126998.0
226.0,3.0,3.0,Las Condes,4126998.0
270.0,3.0,4.0,Las Condes,4126998.0
319.0,4.0,5.0,Las Condes,4126998.0
300.0,3.0,3.0,Las Condes,4126998.0
353.0,4.0,4.0,Las Condes,4126998.0
340.0,3.0,3.0,Las Condes,4126998.0
300.0,3.0,3.0,Las Condes,4126998.0
395.0,3.0,5.0,Las Condes,4126998.0
353.0,4.0,3.0,Las Condes,4126998.0
200.0,3.0,4.0,Las Condes,4200000.0
377.0,5.0,4.0,Las Condes,4285729.0
124.0,2.0,3.0,Las Condes,4285729.0
80.0,2.0,2.0,Las Condes,700000.0
442.0,3.0,5.0,Las Condes,4444460.0
36.0,1.0,1.0,Las Condes,700000.0
148.0,3.0,3.0,Las Condes,2857153.0
40.0,1.0,1.0,Las Condes,700000.0
265.0,4.0,5.0,Las Condes,3492076.0
205.0,2.0,3.0,Las Condes,2950000.0
190.0,2.0,3.0,Las Condes,2950000.0
304.0,4.0,4.0,Las Condes,2950000.0
187.0,3.0,4.0,Las Condes,2984137.0
46.0,2.0,1.0,Las Condes,698415.0
75.0,2.0,1.0,Las Condes,750000.0
74.0,2.0,2.0,Las Condes,750000.0
60.0,2.0,2.0,Las Condes,700000.0
300.0,4.0,4.0,Las Condes,3000000.0
35.0,1.0,1.0,Las Condes,700000.0
65.0,2.0,2.0,Las Condes,750000.0
350.0,3.0,3.0,Las Condes,3000000.0
33.0,1.0,1.0,Las Condes,700000.0
202.0,4.0,4.0,Las Condes,3000000.0
75.0,1.0,2.0,Las Condes,3015883.0
45.0,1.0,1.0,Las Condes,698415.0
252.0,3.0,3.0,Las Condes,3015883.0
270.0,4.0,4.0,Las Condes,2900000.0
134.0,3.0,3.0,Las Condes,2890000.0
130.0,3.0,3.0,Las Condes,2857153.0
304.0,4.0,3.0,Las Condes,2857153.0
303.0,5.0,5.0,Las Condes,2857153.0
320.0,5.0,3.0,Las Condes,2857153.0
140.0,3.0,3.0,Las Condes,2857153.0
220.0,3.0,3.0,Las Condes,2857153.0
146.0,3.0,3.0,Las Condes,2857153.0
153.0,3.0,3.0,Las Condes,2857153.0
354.0,4.0,4.0,Las Condes,2857153.0
130.0,3.0,3.0,Las Condes,2857153.0
163.0,3.0,3.0,Las Condes,2857153.0
295.0,5.0,4.0,Las Condes,2888899.0
298.0,4.0,4.0,Las Condes,2888899.0
330.0,4.0,3.0,Las Condes,2888899.0
320.0,4.0,4.0,Las Condes,2888899.0
170.0,4.0,5.0,Las Condes,2900000.0
380.0,8.0,8.0,Las Condes,3500000.0
64.0,2.0,2.0,Las Condes,750000.0
75.0,2.0,2.0,Las Condes,750000.0
300.0,4.0,4.0,Las Condes,3200000.0
45.0,1.0,1.0,Las Condes,700000.0
235.0,3.0,3.0,Las Condes,3269853.0
235.0,4.0,4.0,Las Condes,3269853.0
235.0,3.0,4.0,Las Condes,3269853.0
205.0,2.0,3.0,Las Condes,3396837.0
40.0,1.0,1.0,Las Condes,730000.0
55.0,2.0,2.0,Las Condes,725000.0
42.0,1.0,1.0,Las Condes,700000.0
233.0,3.0,4.0,Las Condes,3492076.0
286.0,4.0,3.0,Las Condes,3492076.0
330.0,3.0,3.0,Las Condes,3492076.0
255.0,3.0,3.0,Las Condes,3492076.0
217.0,3.0,4.0,Las Condes,3492076.0
286.0,4.0,3.0,Las Condes,3492076.0
235.0,4.0,4.0,Las Condes,3200000.0
52.0,2.0,2.0,Las Condes,750000.0
320.0,4.0,4.0,Las Condes,3174614.0
135.0,3.0,3.0,Las Condes,3174614.0
45.0,1.0,1.0,Las Condes,700000.0
110.0,1.0,2.0,Las Condes,3015883.0
47.0,1.0,1.0,Las Condes,700000.0
85.0,2.0,3.0,Las Condes,750000.0
10.0,2.0,2.0,Las Condes,750000.0
56.0,2.0,2.0,Las Condes,750000.0
51.0,2.0,2.0,Las Condes,750000.0
74.0,2.0,2.0,Las Condes,742860.0
43.0,1.0,1.0,Las Condes,740000.0
83.0,3.0,2.0,Las Condes,740000.0
70.0,2.0,2.0,Las Condes,730161.0
217.0,3.0,4.0,Las Condes,3174614.0
152.0,3.0,3.0,Las Condes,3174614.0
200.0,4.0,4.0,Las Condes,3174614.0
380.0,3.0,4.0,Las Condes,3174614.0
201.0,3.0,3.0,Las Condes,3174614.0
115.0,2.0,2.0,Las Condes,2222230.0
227.0,2.0,2.0,Las Condes,2507945.0
140.0,3.0,3.0,Las Condes,2000000.0
236.0,4.0,3.0,Las Condes,1900000.0
300.0,3.0,4.0,Las Condes,1809530.0
165.0,4.0,4.0,Las Condes,1809530.0
180.0,4.0,4.0,Las Condes,1841276.0
96.0,1.0,1.0,Las Condes,1841276.0
170.0,3.0,2.0,Las Condes,1841276.0
140.0,3.0,3.0,Las Condes,1841276.0
225.0,4.0,4.0,Las Condes,2063499.0
122.0,3.0,3.0,Las Condes,2000007.0
148.0,3.0,3.0,Las Condes,1904768.0
113.0,2.0,2.0,Las Condes,2126991.0
240.0,4.0,4.0,Las Condes,2100000.0
135.0,3.0,3.0,Las Condes,2100000.0
69.0,2.0,2.0,Las Condes,793654.0
240.0,4.0,4.0,Las Condes,2100000.0
140.0,3.0,3.0,Las Condes,1841276.0
130.0,2.0,2.0,Las Condes,1841276.0
183.0,3.0,3.0,Las Condes,1841276.0
70.0,2.0,2.0,Las Condes,793654.0
170.0,4.0,3.0,Las Condes,1904768.0
140.0,3.0,2.0,Las Condes,1936515.0
31.0,1.0,1.0,Las Condes,476192.0
41.0,1.0,1.0,Las Condes,670000.0
120.0,3.0,2.0,Las Condes,800000.0
100.0,3.0,2.0,Las Condes,1800000.0
90.0,2.0,2.0,Las Condes,799000.0
70.0,3.0,2.0,Las Condes,800000.0
70.0,2.0,2.0,Las Condes,793654.0
170.0,3.0,2.0,Las Condes,1803181.0
140.0,3.0,2.0,Las Condes,2000000.0
39.0,1.0,1.0,Las Condes,793654.0
75.0,2.0,2.0,Las Condes,800000.0
140.0,3.0,2.0,Las Condes,1936515.0
140.0,4.0,4.0,Las Condes,1936515.0
70.0,2.0,2.0,Las Condes,800000.0
78.0,2.0,2.0,Las Condes,793654.0
130.0,2.0,2.0,Las Condes,1809530.0
180.0,3.0,3.0,Las Condes,1800000.0
66.0,2.0,2.0,Las Condes,800000.0
246.0,3.0,4.0,Las Condes,2100000.0
232.0,3.0,3.0,Las Condes,2000000.0
113.0,2.0,2.0,Las Condes,1968261.0
74.0,2.0,2.0,Las Condes,800000.0
76.0,2.0,2.0,Las Condes,793654.0
69.0,2.0,2.0,Las Condes,793654.0
88.0,3.0,2.0,Las Condes,800000.0
200.0,4.0,3.0,Las Condes,1900000.0
65.0,2.0,2.0,Las Condes,793654.0
75.0,2.0,2.0,Las Condes,800000.0
198.0,4.0,4.0,Las Condes,1900000.0
190.0,4.0,3.0,Las Condes,1900000.0
131.0,3.0,3.0,Las Condes,1900000.0
75.0,2.0,2.0,Las Condes,793654.0
196.0,5.0,4.0,Las Condes,1900000.0
150.0,4.0,2.0,Las Condes,2063499.0
225.0,4.0,4.0,Las Condes,2063499.0
65.0,2.0,2.0,Las Condes,793654.0
280.0,5.0,4.0,Las Condes,2000007.0
170.0,3.0,3.0,Las Condes,1890000.0
161.0,2.0,2.0,Las Condes,2000000.0
75.0,1.0,1.0,Las Condes,1841276.0
85.0,2.0,2.0,Las Condes,2000007.0
235.0,3.0,3.0,Las Condes,2063499.0
45.0,1.0,1.0,Las Condes,480000.0
160.0,3.0,3.0,Las Condes,1850000.0
140.0,4.0,3.0,Las Condes,1850000.0
302.0,3.0,3.0,Las Condes,1900000.0
174.0,3.0,3.0,Las Condes,1880000.0
43.0,1.0,1.0,Las Condes,800000.0
135.0,3.0,3.0,Las Condes,2100000.0
140.0,3.0,2.0,Las Condes,800000.0
120.0,3.0,3.0,Las Condes,1900000.0
191.0,4.0,4.0,Las Condes,2000007.0
135.0,3.0,3.0,Las Condes,2100000.0
33.0,1.0,1.0,Las Condes,480000.0
66.0,2.0,2.0,Las Condes,793654.0
240.0,4.0,4.0,Las Condes,2100000.0
44.0,1.0,1.0,Las Condes,792810.0
140.0,3.0,3.0,Las Condes,2000000.0
230.0,5.0,5.0,Las Condes,2031753.0
190.0,4.0,4.0,Las Condes,1990000.0
186.0,3.0,4.0,Las Condes,1800000.0
135.0,4.0,3.0,Las Condes,2200000.0
230.0,3.0,3.0,Las Condes,2200000.0
193.0,3.0,4.0,Las Condes,1990000.0
65.0,2.0,2.0,Las Condes,790000.0
50.0,1.0,1.0,Las Condes,659000.0
250.0,4.0,4.0,Las Condes,2031753.0
70.0,2.0,2.0,Las Condes,800000.0
113.0,3.0,3.0,Las Condes,2200000.0
200.0,4.0,3.0,Las Condes,2200000.0
89.0,2.0,2.0,Las Condes,680000.0
70.0,2.0,2.0,Las Condes,800000.0
140.0,3.0,3.0,Las Condes,1950000.0
185.0,5.0,4.0,Las Condes,1990000.0
135.0,4.0,3.0,Las Condes,2200000.0
74.0,1.0,2.0,Las Condes,2200000.0
135.0,4.0,3.0,Las Condes,2200000.0
234.0,3.0,3.0,Las Condes,2200000.0
140.0,4.0,4.0,Las Condes,1800000.0
170.0,3.0,3.0,Las Condes,1800000.0
337.0,4.0,5.0,Las Condes,1800000.0
97.0,3.0,3.0,Las Condes,800000.0
190.0,3.0,4.0,Las Condes,1990000.0
53.0,3.0,1.0,Las Condes,470000.0
75.0,2.0,2.0,Las Condes,800000.0
165.0,3.0,3.0,Las Condes,1936515.0
140.0,3.0,3.0,Las Condes,1800000.0
45.0,1.0,1.0,Las Condes,785000.0
50.0,1.0,1.0,Las Condes,785000.0
193.0,3.0,4.0,Las Condes,1990000.0
55.0,1.0,1.0,Las Condes,666669.0
101.0,1.0,1.0,Las Condes,2031753.0
45.0,1.0,1.0,Las Condes,666669.0
266.0,4.0,5.0,Las Condes,2222230.0
190.0,3.0,3.0,Las Condes,1990000.0
180.0,3.0,4.0,Las Condes,1990000.0
167.0,3.0,4.0,Las Condes,1936515.0
60.0,1.0,1.0,Las Condes,800000.0
140.0,4.0,3.0,Las Condes,1800000.0
215.0,3.0,3.0,Las Condes,2031753.0
140.0,4.0,4.0,Las Condes,1800000.0
82.0,3.0,2.0,Las Condes,800000.0
280.0,5.0,4.0,Las Condes,2000000.0
90.0,2.0,2.0,Las Condes,1800000.0
115.0,3.0,3.0,Las Condes,1800000.0
230.0,4.0,3.0,Las Condes,2000000.0
170.0,4.0,4.0,Las Condes,1936515.0
140.0,3.0,3.0,Las Condes,1936515.0
202.0,3.0,4.0,Las Condes,2222230.0
250.0,4.0,2.0,Las Condes,2190484.0
215.0,3.0,2.0,Las Condes,2063499.0
140.0,3.0,4.0,Las Condes,2000000.0
200.0,3.0,3.0,Las Condes,1800000.0
52.0,2.0,2.0,Las Condes,793654.0
131.0,3.0,3.0,Las Condes,1800000.0
88.0,2.0,2.0,Las Condes,780000.0
168.0,4.0,4.0,Las Condes,2031753.0
110.0,2.0,2.0,Las Condes,800000.0
178.0,4.0,3.0,Las Condes,1800000.0
238.0,3.0,4.0,Las Condes,2200000.0
130.0,3.0,3.0,Las Condes,2200000.0
70.0,2.0,2.0,Las Condes,800000.0
100.0,3.0,3.0,Las Condes,1800000.0
101.0,1.0,1.0,Las Condes,2031753.0
160.0,2.0,2.0,Las Condes,2200000.0
64.0,2.0,2.0,Las Condes,680000.0
117.0,2.0,2.0,Las Condes,2222230.0
140.0,4.0,4.0,Las Condes,2031753.0
192.0,4.0,3.0,Las Condes,1990000.0
146.0,4.0,4.0,Las Condes,1936515.0
280.0,3.0,2.0,Las Condes,1968261.0
77.0,2.0,2.0,Las Condes,800000.0
250.0,4.0,4.0,Las Condes,2031753.0
48.0,1.0,1.0,Las Condes,666669.0
188.0,4.0,4.0,Las Condes,1990000.0
